route_key,route_original,city_origin,city_destination_main,is_multi_destination,destination_count,created_at
499,BARRANQUILLA - LURUACO,BARRANQUILLA,LURUACO,0,1,2026-04-22 20:01:39
500,SANTA MARTA - EL - - MAGDALENA,SANTA MARTA,EL - - MAGDALENA,0,1,2026-04-22 20:01:39
501,RIOHACHA - LA - DEL PILAR,RIOHACHA,LA - DEL PILAR,0,1,2026-04-22 20:01:39
502,BOGOTA D.C. - PUERTO BERRIO,BOGOTA D.C.,PUERTO BERRIO,0,1,2026-04-22 20:01:39
503,BOGOTA D.C. - PUERTO ESCONDIDO,BOGOTA D.C.,PUERTO ESCONDIDO,0,1,2026-04-22 20:01:39
504,TUNJA - BOAVITA,TUNJA,BOAVITA,0,1,2026-04-22 20:01:39
505,BOGOTA D.C. - AMBALEMA,BOGOTA D.C.,AMBALEMA,0,1,2026-04-22 20:01:39
506,POPAYAN - CAJIBIO,POPAYAN,CAJIBIO,0,1,2026-04-22 20:01:39
507,BOGOTA D.C. - MUTISCUA,BOGOTA D.C.,MUTISCUA,0,1,2026-04-22 20:01:39
508,MEDELLIN - BRICENO,MEDELLIN,BRICENO,0,1,2026-04-22 20:01:39
509,BOGOTA D.C. - APIA,BOGOTA D.C.,APIA,0,1,2026-04-22 20:01:39
510,SANTA MARTA - ARIGUANI,SANTA MARTA,ARIGUANI,0,1,2026-04-22 20:01:39
511,MEDELLIN - SAN JERONIMO,MEDELLIN,SAN JERONIMO,0,1,2026-04-22 20:01:39
512,"BARRANQUILLA - MALAMBO , BARRANQUILLA - BARANOA , BARRANQUILLA - SANTO TOMAS , BARRANQUILLA - SABANAGRANDE",BARRANQUILLA,MALAMBO,1,4,2026-04-22 20:01:39
513,BUCARAMANGA - EL PLAYON,BUCARAMANGA,EL PLAYON,0,1,2026-04-22 20:01:39
514,CALI - LA UNION,CALI,LA UNION,0,1,2026-04-22 20:01:39
515,PASTO - IMUES,PASTO,IMUES,0,1,2026-04-22 20:01:39
516,TUNJA - BRICEÑO,TUNJA,BRICEÑO,0,1,2026-04-22 20:01:39
517,MOCOA - VILLAGARZON,MOCOA,VILLAGARZON,0,1,2026-04-22 20:01:39
518,"VALLEDUPAR - LA - DE IBIRICO , VALLEDUPAR - LA - DE IBIRICO",VALLEDUPAR,LA - DE IBIRICO,1,2,2026-04-22 20:01:39
519,BUCARAMANGA - EL CARMEN,BUCARAMANGA,EL CARMEN,0,1,2026-04-22 20:01:39
520,NEIVA - PALERMO,NEIVA,PALERMO,0,1,2026-04-22 20:01:39
521,CARTAGENA - SAN - - BOLIVAR,CARTAGENA,SAN - - BOLIVAR,0,1,2026-04-22 20:01:39
522,VILLAVICENCIO - GRANADA,VILLAVICENCIO,GRANADA,0,1,2026-04-22 20:01:39
523,"MEDELLIN - AMALFI , MEDELLIN - TAMESIS",MEDELLIN,AMALFI,1,2,2026-04-22 20:01:39
524,"BUCARAMANGA - GIRON , BUCARAMANGA - EL PLAYON , BUCARAMANGA - LEBRIJA",BUCARAMANGA,GIRON,1,3,2026-04-22 20:01:39
525,SINCELEJO - PALMITO,SINCELEJO,PALMITO,0,1,2026-04-22 20:01:39
526,RIOHACHA - HATONUEVO,RIOHACHA,HATONUEVO,0,1,2026-04-22 20:01:39
527,"BOGOTA D.C. - VILLAVICENCIO , BOGOTA D.C. - FUSAGASUGA",BOGOTA D.C.,VILLAVICENCIO,1,2,2026-04-22 20:01:39
528,FLORENCIA - CURILLO,FLORENCIA,CURILLO,0,1,2026-04-22 20:01:39
529,INIRIDA - BARRANCO MINAS,INIRIDA,BARRANCO MINAS,0,1,2026-04-22 20:01:39
530,"BOGOTA D.C. - ZIPAQUIRA , BOGOTA D.C. - CAJICA , BOGOTA D.C. - MADRID , BOGOTA D.C. - MOSQUERA",BOGOTA D.C.,ZIPAQUIRA,1,4,2026-04-22 20:01:39
531,BOGOTA D.C. - SAN MARCOS,BOGOTA D.C.,SAN MARCOS,0,1,2026-04-22 20:01:39
532,"MEDELLIN - ARMENIA ANTIOQUIA , MEDELLIN - SABANALARGA",MEDELLIN,ARMENIA ANTIOQUIA,1,2,2026-04-22 20:01:39
533,"MEDELLIN - PUERTO NARE , MEDELLIN - SANTA - DE OSOS",MEDELLIN,PUERTO NARE,1,2,2026-04-22 20:01:39
534,"BARRANQUILLA - JUAN - ACOSTA , BARRANQUILLA - SABANALARGA",BARRANQUILLA,JUAN - ACOSTA,1,2,2026-04-22 20:01:39
535,MEDELLIN - GUATAPE,MEDELLIN,GUATAPE,0,1,2026-04-22 20:01:39
536,BOGOTA D.C. - MONTECRISTO,BOGOTA D.C.,MONTECRISTO,0,1,2026-04-22 20:01:39
537,"BOGOTA D.C. - POPAYAN , BOGOTA D.C. - RIOHACHA , BOGOTA D.C. - QUIBDO",BOGOTA D.C.,POPAYAN,1,3,2026-04-22 20:01:39
538,MEDELLIN - PENOL,MEDELLIN,PENOL,0,1,2026-04-22 20:01:39
539,CARTAGENA - MAHATES,CARTAGENA,MAHATES,0,1,2026-04-22 20:01:39
540,BOGOTA D.C. - TUMACO,BOGOTA D.C.,TUMACO,0,1,2026-04-22 20:01:39
541,MEDELLIN - SANTUARIO,MEDELLIN,SANTUARIO,0,1,2026-04-22 20:01:39
542,MEDELLIN - CARMEN - VIBORAL,MEDELLIN,CARMEN - VIBORAL,0,1,2026-04-22 20:01:39
543,MEDELLIN - LA UNION,MEDELLIN,LA UNION,0,1,2026-04-22 20:01:39
544,SANTA MARTA - SANTA ANA,SANTA MARTA,SANTA ANA,0,1,2026-04-22 20:01:39
545,SANTA MARTA - SALAMINA,SANTA MARTA,SALAMINA,0,1,2026-04-22 20:01:39
546,"BOGOTA D.C. - MEDELLIN , BOGOTA D.C. - RIOHACHA",BOGOTA D.C.,MEDELLIN,1,2,2026-04-22 20:01:39
547,"BOGOTA D.C. - MEDELLIN , BOGOTA D.C. - CARTAGENA",BOGOTA D.C.,MEDELLIN,1,2,2026-04-22 20:01:39
548,SANTA MARTA - SANTA - DE - (MAGDALENA),SANTA MARTA,SANTA - DE - (MAGDALENA),0,1,2026-04-22 20:01:39
549,BOGOTA D.C. - CALOTO,BOGOTA D.C.,CALOTO,0,1,2026-04-22 20:01:39
550,NEIVA - OPORAPA,NEIVA,OPORAPA,0,1,2026-04-22 20:01:39
551,"BOGOTA D.C. - COMBITA , COMBITA - RAMIRIQUI , BOGOTA D.C. - ESPINAL",BOGOTA D.C.,COMBITA,1,3,2026-04-22 20:01:39
552,CARTAGENA - HATILLO - LOBA,CARTAGENA,HATILLO - LOBA,0,1,2026-04-22 20:01:39
553,BOGOTA D.C. - BARBOSA,BOGOTA D.C.,BARBOSA,0,1,2026-04-22 20:01:39
554,VILLAVICENCIO - PUERTO LOPEZ,VILLAVICENCIO,PUERTO LOPEZ,0,1,2026-04-22 20:01:39
555,MEDELLIN - RIONEGRO,MEDELLIN,RIONEGRO,0,1,2026-04-22 20:01:39
556,POPAYAN - CALI,POPAYAN,CALI,0,1,2026-04-22 20:01:39
557,BOGOTA D.C. - COYAIMA,BOGOTA D.C.,COYAIMA,0,1,2026-04-22 20:01:39
558,MEDELLIN - ARBOLETES,MEDELLIN,ARBOLETES,0,1,2026-04-22 20:01:39
559,"MEDELLIN - SAN JERONIMO , MEDELLIN - SOPETRAN",MEDELLIN,SAN JERONIMO,1,2,2026-04-22 20:01:39
560,BOGOTA D.C. - DURANIA,BOGOTA D.C.,DURANIA,0,1,2026-04-22 20:01:39
561,BOGOTA D.C. - LA VIRGINIA,BOGOTA D.C.,LA VIRGINIA,0,1,2026-04-22 20:01:39
562,"BOGOTA D.C. - ACACIAS , BOGOTA D.C. - ESPINAL",BOGOTA D.C.,ACACIAS,1,2,2026-04-22 20:01:39
563,TUNJA - PAZ - RIO,TUNJA,PAZ - RIO,0,1,2026-04-22 20:01:39
564,"BOGOTA D.C. - GACHALA , BOGOTA D.C. - FOMEQUE",BOGOTA D.C.,GACHALA,1,2,2026-04-22 20:01:39
565,BUCARAMANGA - SOCORRO,BUCARAMANGA,SOCORRO,0,1,2026-04-22 20:01:39
566,CARTAGENA - MARIA - BAJA,CARTAGENA,MARIA - BAJA,0,1,2026-04-22 20:01:39
567,BOGOTA D.C. - EL COPEY,BOGOTA D.C.,EL COPEY,0,1,2026-04-22 20:01:39
568,FLORENCIA - SAN - CAGUAN,FLORENCIA,SAN - CAGUAN,0,1,2026-04-22 20:01:39
569,BOGOTA D.C. - SAN JOSE,BOGOTA D.C.,SAN JOSE,0,1,2026-04-22 20:01:39
570,BOGOTA D.C. - CAUCASIA,BOGOTA D.C.,CAUCASIA,0,1,2026-04-22 20:01:39
571,"BOGOTA D.C. - POPAYAN , BOGOTA D.C. - MONTERIA",BOGOTA D.C.,POPAYAN,1,2,2026-04-22 20:01:39
572,PASTO - CONSACA,PASTO,CONSACA,0,1,2026-04-22 20:01:39
573,MONTERIA - SAN CARLOS,MONTERIA,SAN CARLOS,0,1,2026-04-22 20:01:39
574,BOGOTA D.C. - CHIA,BOGOTA D.C.,CHIA,0,1,2026-04-22 20:01:39
575,BOGOTA D.C. - LA CALERA,BOGOTA D.C.,LA CALERA,0,1,2026-04-22 20:01:39
576,"BOGOTA D.C. - YUMBO , BOGOTA D.C. - BARRANQUILLA",BOGOTA D.C.,YUMBO,1,2,2026-04-22 20:01:39
577,BUCARAMANGA - CERRITO,BUCARAMANGA,CERRITO,0,1,2026-04-22 20:01:39
578,BUCARAMANGA - SAN BENITO,BUCARAMANGA,SAN BENITO,0,1,2026-04-22 20:01:39
579,BUCARAMANGA - EL PENON,BUCARAMANGA,EL PENON,0,1,2026-04-22 20:01:39
580,POPAYAN - MORALES,POPAYAN,MORALES,0,1,2026-04-22 20:01:39
581,MONTERIA - LOS CORDOBAS,MONTERIA,LOS CORDOBAS,0,1,2026-04-22 20:01:39
582,IBAGUE - VILLA HERMOSA,IBAGUE,VILLA HERMOSA,0,1,2026-04-22 20:01:39
583,BUCARAMANGA - SIMACOTA,BUCARAMANGA,SIMACOTA,0,1,2026-04-22 20:01:39
584,CALI - EL CAIRO,CALI,EL CAIRO,0,1,2026-04-22 20:01:39
585,TUNJA - CHIVATA,TUNJA,CHIVATA,0,1,2026-04-22 20:01:39
586,BOGOTA D.C. - VILLETA,BOGOTA D.C.,VILLETA,0,1,2026-04-22 20:01:39
587,"BOGOTA D.C. - CALI , BOGOTA D.C. - PASTO",BOGOTA D.C.,CALI,1,2,2026-04-22 20:01:39
588,BOGOTA D.C. - CHINU,BOGOTA D.C.,CHINU,0,1,2026-04-22 20:01:39
589,BUCARAMANGA - BARBOSA,BUCARAMANGA,BARBOSA,0,1,2026-04-22 20:01:39
590,BOGOTA D.C. - ANGOSTURA,BOGOTA D.C.,ANGOSTURA,0,1,2026-04-22 20:01:39
591,FLORENCIA - SOLANO,FLORENCIA,SOLANO,0,1,2026-04-22 20:01:39
592,IBAGUE - FRESNO,IBAGUE,FRESNO,0,1,2026-04-22 20:01:39
593,NEIVA - PAICOL,NEIVA,PAICOL,0,1,2026-04-22 20:01:39
594,BOGOTA D.C. - FREDONIA,BOGOTA D.C.,FREDONIA,0,1,2026-04-22 20:01:39
595,POPAYAN - TIMBIQUI,POPAYAN,TIMBIQUI,0,1,2026-04-22 20:01:39
596,IBAGUE - MELGAR,IBAGUE,MELGAR,0,1,2026-04-22 20:01:39
597,SANTA MARTA - SITIONUEVO,SANTA MARTA,SITIONUEVO,0,1,2026-04-22 20:01:39
598,BOGOTA D.C. - LA MACARENA,BOGOTA D.C.,LA MACARENA,0,1,2026-04-22 20:01:39
599,SANTA MARTA - PIVIJAY,SANTA MARTA,PIVIJAY,0,1,2026-04-22 20:01:39
600,BOGOTA D.C. - HATONUEVO,BOGOTA D.C.,HATONUEVO,0,1,2026-04-22 20:01:39
601,BOGOTA D.C. - MITU,BOGOTA D.C.,MITU,0,1,2026-04-22 20:01:39
602,CARTAGENA - RIO VIEJO,CARTAGENA,RIO VIEJO,0,1,2026-04-22 20:01:39
603,BUCARAMANGA - AGUADA,BUCARAMANGA,AGUADA,0,1,2026-04-22 20:01:39
604,BUCARAMANGA - BOGOTA D.C.,BUCARAMANGA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
605,BOGOTA D.C. - AIPE,BOGOTA D.C.,AIPE,0,1,2026-04-22 20:01:39
606,BOGOTA D.C. - DAGUA,BOGOTA D.C.,DAGUA,0,1,2026-04-22 20:01:39
607,BOGOTA D.C. - CHOCONTA,BOGOTA D.C.,CHOCONTA,0,1,2026-04-22 20:01:39
608,CALI - BUGA,CALI,BUGA,0,1,2026-04-22 20:01:39
609,BOGOTA D.C. - GALAPA,BOGOTA D.C.,GALAPA,0,1,2026-04-22 20:01:39
610,BARRANQUILLA - PIOJO,BARRANQUILLA,PIOJO,0,1,2026-04-22 20:01:39
611,BUCARAMANGA - HATO,BUCARAMANGA,HATO,0,1,2026-04-22 20:01:39
612,BOGOTA D.C. - LA FLORIDA,BOGOTA D.C.,LA FLORIDA,0,1,2026-04-22 20:01:39
613,TUNJA - NUEVO COLON,TUNJA,NUEVO COLON,0,1,2026-04-22 20:01:39
614,"VALLEDUPAR - CURUMANI , VALLEDUPAR - TAMALAMEQUE",VALLEDUPAR,CURUMANI,1,2,2026-04-22 20:01:39
615,IBAGUE - SAN LUIS,IBAGUE,SAN LUIS,0,1,2026-04-22 20:01:39
616,TUNJA - RONDON,TUNJA,RONDON,0,1,2026-04-22 20:01:39
617,BOGOTA D.C. - OCAÑA,BOGOTA D.C.,OCAÑA,0,1,2026-04-22 20:01:39
618,MONTERIA - SAN ANTERO,MONTERIA,SAN ANTERO,0,1,2026-04-22 20:01:39
619,BOGOTA D.C. - ITUANGO,BOGOTA D.C.,ITUANGO,0,1,2026-04-22 20:01:39
620,BOGOTA D.C. - JUNIN,BOGOTA D.C.,JUNIN,0,1,2026-04-22 20:01:39
621,BOGOTA D.C. - CONCEPCION,BOGOTA D.C.,CONCEPCION,0,1,2026-04-22 20:01:39
622,MONTERIA - TUCHIN,MONTERIA,TUCHIN,0,1,2026-04-22 20:01:39
623,CARTAGENA - TALAIGUA NUEVO,CARTAGENA,TALAIGUA NUEVO,0,1,2026-04-22 20:01:39
624,MOCOA - PUERTO ASIS,MOCOA,PUERTO ASIS,0,1,2026-04-22 20:01:39
625,BOGOTA D.C. - TRUJILLO,BOGOTA D.C.,TRUJILLO,0,1,2026-04-22 20:01:39
626,BOGOTA D.C. - PLATO,BOGOTA D.C.,PLATO,0,1,2026-04-22 20:01:39
627,MONTERIA - MOMIL,MONTERIA,MOMIL,0,1,2026-04-22 20:01:39
628,BOGOTA D.C. - SAN JUAN DEL CESAR - GUAJIRA,BOGOTA D.C.,SAN JUAN DEL CESAR - GUAJIRA,0,1,2026-04-22 20:01:39
629,BOGOTA D.C. - PUERTO WILCHES,BOGOTA D.C.,PUERTO WILCHES,0,1,2026-04-22 20:01:39
630,"BOGOTA D.C. - PROVIDENCIA , BOGOTA D.C. - BUENAVENTURA",BOGOTA D.C.,PROVIDENCIA,1,2,2026-04-22 20:01:39
631,PEREIRA - GUATICA,PEREIRA,GUATICA,0,1,2026-04-22 20:01:39
632,BOGOTA D.C. - TOLEDO,BOGOTA D.C.,TOLEDO,0,1,2026-04-22 20:01:39
633,ARAUCA - SARAVENA,ARAUCA,SARAVENA,0,1,2026-04-22 20:01:39
634,TUNJA - SOCOTA,TUNJA,SOCOTA,0,1,2026-04-22 20:01:39
635,BOGOTA D.C. - CANDELARIA,BOGOTA D.C.,CANDELARIA,0,1,2026-04-22 20:01:39
636,"BOGOTA D.C. - CUCUTA , BOGOTA D.C. - MONTERIA",BOGOTA D.C.,CUCUTA,1,2,2026-04-22 20:01:39
637,"BOGOTA D.C. - YOPAL , BOGOTA D.C. - ARMENIA , BOGOTA D.C. - INIRIDA , BOGOTA D.C. - SAN - DEL GUAVIAR",BOGOTA D.C.,YOPAL,1,4,2026-04-22 20:01:39
638,IBAGUE - LIBANO,IBAGUE,LIBANO,0,1,2026-04-22 20:01:39
639,MEDELLIN - ANGELOPOLIS,MEDELLIN,ANGELOPOLIS,0,1,2026-04-22 20:01:39
640,CALI - PALMIRA,CALI,PALMIRA,0,1,2026-04-22 20:01:39
641,BOGOTA D.C. - SALAMINA,BOGOTA D.C.,SALAMINA,0,1,2026-04-22 20:01:39
642,TUNJA - BUSBANZA,TUNJA,BUSBANZA,0,1,2026-04-22 20:01:39
643,CARTAGENA - VILLANUEVA,CARTAGENA,VILLANUEVA,0,1,2026-04-22 20:01:39
644,BOGOTA D.C. - BECERRIL,BOGOTA D.C.,BECERRIL,0,1,2026-04-22 20:01:39
645,FLORENCIA - BOGOTA D.C.,FLORENCIA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
646,BOGOTA D.C. - BUENAVENTURA,BOGOTA D.C.,BUENAVENTURA,0,1,2026-04-22 20:01:39
647,"BOGOTA D.C. - LETICIA , BOGOTA D.C. - NUQUI",BOGOTA D.C.,LETICIA,1,2,2026-04-22 20:01:39
648,RIOHACHA - BOGOTA D.C.,RIOHACHA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
649,NEIVA - TARQUI,NEIVA,TARQUI,0,1,2026-04-22 20:01:39
650,ARAUCA - ARAUQUITA,ARAUCA,ARAUQUITA,0,1,2026-04-22 20:01:39
651,BOGOTA D.C. - PONEDERA,BOGOTA D.C.,PONEDERA,0,1,2026-04-22 20:01:39
652,BOGOTA D.C. - SABANAGRANDE,BOGOTA D.C.,SABANAGRANDE,0,1,2026-04-22 20:01:39
653,BUCARAMANGA - LOS SANTOS,BUCARAMANGA,LOS SANTOS,0,1,2026-04-22 20:01:39
654,CUCUTA - CHINACOTA,CUCUTA,CHINACOTA,0,1,2026-04-22 20:01:39
655,BOGOTA D.C. - LA DORADA,BOGOTA D.C.,LA DORADA,0,1,2026-04-22 20:01:39
656,BOGOTA D.C. - MONTENEGRO,BOGOTA D.C.,MONTENEGRO,0,1,2026-04-22 20:01:39
657,"BOGOTA D.C. - YOPAL , BOGOTA D.C. - CUCUTA , BOGOTA D.C. - SAN ANDRES",BOGOTA D.C.,YOPAL,1,3,2026-04-22 20:01:39
658,BOGOTA D.C. - LOS PALMITOS,BOGOTA D.C.,LOS PALMITOS,0,1,2026-04-22 20:01:39
659,BOGOTA D.C. - NOBSA (BOYACA),BOGOTA D.C.,NOBSA (BOYACA),0,1,2026-04-22 20:01:39
660,TUNJA - TENZA,TUNJA,TENZA,0,1,2026-04-22 20:01:39
661,QUIBDO - BAHIA SOLANO,QUIBDO,BAHIA SOLANO,0,1,2026-04-22 20:01:39
662,IBAGUE - GUAMO,IBAGUE,GUAMO,0,1,2026-04-22 20:01:39
663,FLORENCIA - CARTAGENA - CHAIRA,FLORENCIA,CARTAGENA - CHAIRA,0,1,2026-04-22 20:01:39
664,"BOGOTA D.C. - RIOHACHA , BOGOTA D.C. - MANIZALES , BOGOTA D.C. - PEREIRA",BOGOTA D.C.,RIOHACHA,1,3,2026-04-22 20:01:39
665,CALI - TORO,CALI,TORO,0,1,2026-04-22 20:01:39
666,IBAGUE - ORTEGA,IBAGUE,ORTEGA,0,1,2026-04-22 20:01:39
667,PASTO - LOS ANDES,PASTO,LOS ANDES,0,1,2026-04-22 20:01:39
668,QUIBDO - LLORO,QUIBDO,LLORO,0,1,2026-04-22 20:01:39
669,"BOGOTA D.C. - LA CALERA , BOGOTA D.C. - SIBATE",BOGOTA D.C.,LA CALERA,1,2,2026-04-22 20:01:39
670,"BOGOTA D.C. - INIRIDA , BOGOTA D.C. - SAN - DEL GUAVIAR",BOGOTA D.C.,INIRIDA,1,2,2026-04-22 20:01:39
671,MEDELLIN - BOGOTA D.C.,MEDELLIN,BOGOTA D.C.,0,1,2026-04-22 20:01:39
672,BOGOTA D.C. - RECETOR,BOGOTA D.C.,RECETOR,0,1,2026-04-22 20:01:39
673,QUIBDO - TADO,QUIBDO,TADO,0,1,2026-04-22 20:01:39
674,"BOGOTA D.C. - BUCARAMANGA , BOGOTA D.C. - BUCARAMANGA",BOGOTA D.C.,BUCARAMANGA,1,2,2026-04-22 20:01:39
675,BOGOTA D.C. - OROCUE,BOGOTA D.C.,OROCUE,0,1,2026-04-22 20:01:39
676,CARTAGENA - SAN JACINTO,CARTAGENA,SAN JACINTO,0,1,2026-04-22 20:01:39
677,BOGOTA D.C. - TURBO,BOGOTA D.C.,TURBO,0,1,2026-04-22 20:01:39
678,"BOGOTA D.C. - RIOHACHA , BOGOTA D.C. - QUIBDO",BOGOTA D.C.,RIOHACHA,1,2,2026-04-22 20:01:39
679,TUNJA - PAIPA,TUNJA,PAIPA,0,1,2026-04-22 20:01:39
680,IBAGUE - ALVARADO,IBAGUE,ALVARADO,0,1,2026-04-22 20:01:39
681,TUNJA - CORRALES,TUNJA,CORRALES,0,1,2026-04-22 20:01:39
682,MEDELLIN - TARAZA,MEDELLIN,TARAZA,0,1,2026-04-22 20:01:39
683,BOGOTA D.C. - ALBAN,BOGOTA D.C.,ALBAN,0,1,2026-04-22 20:01:39
684,MANIZALES - CHINCHINA,MANIZALES,CHINCHINA,0,1,2026-04-22 20:01:39
685,MONTERIA - SAN - D SOTAVEN,MONTERIA,SAN - D SOTAVEN,0,1,2026-04-22 20:01:39
686,MEDELLIN - TOLEDO,MEDELLIN,TOLEDO,0,1,2026-04-22 20:01:39
687,BOGOTA D.C. - SIMACOTA,BOGOTA D.C.,SIMACOTA,0,1,2026-04-22 20:01:39
688,TUNJA - CHITARAQUE,TUNJA,CHITARAQUE,0,1,2026-04-22 20:01:39
689,CARTAGENA - MUNICIPIO - CLEMENCIA,CARTAGENA,MUNICIPIO - CLEMENCIA,0,1,2026-04-22 20:01:39
690,RIOHACHA - RIOHACHA,RIOHACHA,RIOHACHA,0,1,2026-04-22 20:01:39
691,MEDELLIN - DABEIBA,MEDELLIN,DABEIBA,0,1,2026-04-22 20:01:39
692,POPAYAN - BOGOTA D.C.,POPAYAN,BOGOTA D.C.,0,1,2026-04-22 20:01:39
693,IBAGUE - BOGOTA D.C.,IBAGUE,BOGOTA D.C.,0,1,2026-04-22 20:01:39
694,PUERTO CARRENO - BOGOTA D.C.,PUERTO CARRENO,BOGOTA D.C.,0,1,2026-04-22 20:01:39
695,PASTO - BOGOTA D.C.,PASTO,BOGOTA D.C.,0,1,2026-04-22 20:01:39
696,TUNJA - BOGOTA D.C.,TUNJA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
697,NEIVA - BOGOTA D.C.,NEIVA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
698,MEDELLIN - CACERES,MEDELLIN,CACERES,0,1,2026-04-22 20:01:39
699,QUIBDO - BOGOTA D.C.,QUIBDO,BOGOTA D.C.,0,1,2026-04-22 20:01:39
700,MANIZALES - BOGOTA D.C.,MANIZALES,BOGOTA D.C.,0,1,2026-04-22 20:01:39
701,VALLEDUPAR - BOGOTA D.C.,VALLEDUPAR,BOGOTA D.C.,0,1,2026-04-22 20:01:39
702,ARMENIA - BOGOTA D.C.,ARMENIA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
703,CUCUTA - BOGOTA D.C.,CUCUTA,BOGOTA D.C.,0,1,2026-04-22 20:01:39
704,"MEDELLIN - BURITICA , MEDELLIN - BURITICA",MEDELLIN,BURITICA,1,2,2026-04-22 20:01:39
705,IBAGUE - RIOBLANCO,IBAGUE,RIOBLANCO,0,1,2026-04-22 20:01:39
706,CARTAGENA - SAN ESTANISLAO,CARTAGENA,SAN ESTANISLAO,0,1,2026-04-22 20:01:39
707,NEIVA - LA ARGENTINA,NEIVA,LA ARGENTINA,0,1,2026-04-22 20:01:39
708,NEIVA - TERUEL,NEIVA,TERUEL,0,1,2026-04-22 20:01:39
709,BOGOTA D.C. - ANSERMANUEVO,BOGOTA D.C.,ANSERMANUEVO,0,1,2026-04-22 20:01:39
710,MEDELLIN - LA PINTADA,MEDELLIN,LA PINTADA,0,1,2026-04-22 20:01:39
711,MEDELLIN - SAN PEDRO,MEDELLIN,SAN PEDRO,0,1,2026-04-22 20:01:39
712,BOGOTA D.C. - TARAZA,BOGOTA D.C.,TARAZA,0,1,2026-04-22 20:01:39
713,"BOGOTA D.C. - CALI , CALI - POPAYAN",BOGOTA D.C.,CALI,1,2,2026-04-22 20:01:39
714,BOGOTA D.C. - ABEJORRAL,BOGOTA D.C.,ABEJORRAL,0,1,2026-04-22 20:01:39
715,BUCARAMANGA - SABANA - TORRES,BUCARAMANGA,SABANA - TORRES,0,1,2026-04-22 20:01:39
716,"RIOHACHA - HATONUEVO , RIOHACHA - MANAURE , RIOHACHA - MAICAO",RIOHACHA,HATONUEVO,1,3,2026-04-22 20:01:39
717,BOGOTA D.C. - MOGOTES,BOGOTA D.C.,MOGOTES,0,1,2026-04-22 20:01:39
718,BOGOTA D.C. - BOJAYA,BOGOTA D.C.,BOJAYA,0,1,2026-04-22 20:01:39
719,"BOGOTA D.C. - IBAGUE , IBAGUE - ESPINAL , ESPINAL - GIRARDOT , GIRARDOT - MELGAR",BOGOTA D.C.,IBAGUE,1,4,2026-04-22 20:01:39
720,MEDELLIN - ZARAGOZA,MEDELLIN,ZARAGOZA,0,1,2026-04-22 20:01:39
721,VALLEDUPAR - BOSCONIA,VALLEDUPAR,BOSCONIA,0,1,2026-04-22 20:01:39
722,BOGOTA D.C. - CARCASI,BOGOTA D.C.,CARCASI,0,1,2026-04-22 20:01:39
723,"BOGOTA D.C. - PALMIRA , PALMIRA - JAMUNDI , JAMUNDI - CALI",BOGOTA D.C.,PALMIRA,1,3,2026-04-22 20:01:39
724,BOGOTA D.C. - PROVIDENCIA,BOGOTA D.C.,PROVIDENCIA,0,1,2026-04-22 20:01:39
725,BOGOTA D.C. - BUENOS AIRES,BOGOTA D.C.,BUENOS AIRES,0,1,2026-04-22 20:01:39
726,CALI - EL CERRITO,CALI,EL CERRITO,0,1,2026-04-22 20:01:39
727,BOGOTA D.C. - SEVILLA,BOGOTA D.C.,SEVILLA,0,1,2026-04-22 20:01:39
728,BOGOTA D.C. - JERICO,BOGOTA D.C.,JERICO,0,1,2026-04-22 20:01:39
729,CUCUTA - GRAMALOTE,CUCUTA,GRAMALOTE,0,1,2026-04-22 20:01:39
730,"BOGOTA D.C. - NECOCLI , BOGOTA D.C. - ARACATACA , BOGOTA D.C. - TOLU , BOGOTA D.C. - ARAUQUITA",BOGOTA D.C.,NECOCLI,1,4,2026-04-22 20:01:39
731,BOGOTA D.C. - PUERTO LIBERTADOR,BOGOTA D.C.,PUERTO LIBERTADOR,0,1,2026-04-22 20:01:39
732,BOGOTA D.C. - LA SIERRA,BOGOTA D.C.,LA SIERRA,0,1,2026-04-22 20:01:39
733,"BOGOTA D.C. - ACACIAS , ACACIAS - VILLAVICENCIO",BOGOTA D.C.,ACACIAS,1,2,2026-04-22 20:01:39
734,"BOGOTA D.C. - CUCUTA , BOGOTA D.C. - RIOHACHA",BOGOTA D.C.,CUCUTA,1,2,2026-04-22 20:01:39
735,BOGOTA D.C. - GALERAS,BOGOTA D.C.,GALERAS,0,1,2026-04-22 20:01:39
736,IBAGUE - FALAN,IBAGUE,FALAN,0,1,2026-04-22 20:01:39
737,BOGOTA D.C. - TOTORO,BOGOTA D.C.,TOTORO,0,1,2026-04-22 20:01:39
738,SINCELEJO - COLOSO,SINCELEJO,COLOSO,0,1,2026-04-22 20:01:39
739,BOGOTA D.C. - PASCA,BOGOTA D.C.,PASCA,0,1,2026-04-22 20:01:39
740,BOGOTA D.C. - CORDOBA,BOGOTA D.C.,CORDOBA,0,1,2026-04-22 20:01:39
741,MONTERIA - MOÑITOS,MONTERIA,MOÑITOS,0,1,2026-04-22 20:01:39
