viatico_key,commission_request_id,year_num,employee_key,procedure_key,route_key,source_key,start_date_key,end_date_key,commission_days,total_travel_allowance,commission_purpose_raw,purpose_category,quality_note,created_at
5603,2303336,2023,893,1,189,1,20230701,20230702,1.5,513435.0,"Evaluar la gestión adelantada por el macroproceso Gestión del Riesgo, Seguridad y Continuidad del Negocio, al proceso de Gestión Integral de la Seguridad en la vigencia 2022.",OTROS,,2026-04-22 20:01:39
5604,2300135,2023,510,1,357,1,20230702,20230704,2.5,1054220.0,"Desplazarse a La Jagua de Ibirico para verificar en terreno el estado de los bienes revertidos en los contratos 044-89, 285-95 y 109-90, en el marco del seguimiento al control de advertencia a la ANM.",OTROS,,2026-04-22 20:01:39
5605,2300294,2023,933,1,307,1,20230702,20230704,2.5,2803604.0,"Realizar Visita de Verificación de la Indagación Preliminar en la base de Tolemaida Nilo Cundinamarca No 89112202447697 Reconicimiento de Primas por Vuelos, a vuelos realizados en el exterior",VISITA,,2026-04-22 20:01:39
5606,2300457,2023,256,1,626,1,20230702,20230703,1.5,721086.0,"Visita obras Contrato Obra Pública No. 1724 de 2018, suscrito entre INVIAS y el Consorcio Paz Caribe, en la carretera Plato - Tenerife, IP 85112-2022-48172 INVIAS. Traslado aéreo por cercanía desde Cartagena.",VISITA,,2026-04-22 20:01:39
5607,2300768,2023,939,1,98,1,20230702,20230704,2.5,917586.0,"Realizar visita especial, decretada mediante auto No. 01270 del 11 06 2023, revision historias clinicas fisicas de tres pacientes, medicamento Inmunoglobulina G Humana, dentro del PRF No. 84112 2019 35366, desplazamiento aéreo Bogota Montería Bogota",VISITA,,2026-04-22 20:01:39
5608,2300950,2023,17,1,357,1,20230702,20230704,2.5,2552327.0,"Desplazarse a La Jagua de Ibirico para verificar en terreno el estado de los bienes revertidos en los contratos 044-89, 285-95 y 109-90, en el marco del seguimiento al control de advertencia a la ANM.",OTROS,,2026-04-22 20:01:39
5609,2301098,2023,421,1,622,1,20230702,20230704,2.5,1129687.0,"Realizar visita tecnica, decretada con auto No. 386 del 29 05 2023, revision ejecucion contrato No. CIP 02 de 2017, fortalecimiento nutricional comunidades indigenas zona rural municipios de San Andres de Sotavento y Tuchin, PRF No. 80233 2018 37463",VISITA,,2026-04-22 20:01:39
5610,2301217,2023,316,1,307,1,20230702,20230704,2.5,1908963.0,"Realizar Inspeccion a documentos relacionados con el hallazgo número 62, específicamente del hecho 2 RECONOCIMIENTO DE PRIMA DE VUELO POR VUELOS REALIZADOS EN PERIODO DE COMISIÓN AL EXTERIOR, En Nilo Cundimarca.",OTROS,,2026-04-22 20:01:39
5611,2301255,2023,194,1,298,1,20230702,20230704,2.5,1194903.0,"Realizar visita tecnica, decretada mediante auto No. 0063 del 20 03 2023, revision ejecucion contrato de obra No. 346 de 2019, construccion sistema de abastecimiento de agua en zona rural del municipio, dentro del PRF No. 801112 2021 45281",VISITA,,2026-04-22 20:01:39
5612,2301461,2023,934,1,624,1,20230702,20230704,2.5,967171.0,"Realizar visita tecnica, decretrada mediante auto No. 150 del 13 06 2023, revision ejecucion del convenio interadministrativo No. 2321 del 23 12 2020, instalación cámaras en el municipio, dentro de la IP No. 80862 2022 48737",VISITA,,2026-04-22 20:01:39
5613,2301674,2023,902,1,620,1,20230702,20230702,0.5,272047.0,"Realizar actividad en campo con participación ciudadana e instituciones para visita técnica al Proyecto Construcción Policlínico de Junin, Cundinamarca, en el marco de la estrategia Compromiso Colombia",VISITA,,2026-04-22 20:01:39
5614,2302209,2023,81,1,276,1,20230702,20230704,2.5,953426.0,"Atención denuncia SIPAR 2023-330559-82111-D - Visita Técnica convenio 319 de 2019, suscrito entre PS y municipio de Flandes, Tolima, contrato derivado No. 181 de 7 de abril de 2020 - valor inicial de 3.080.121.640 en el Municipio de Flandes",VISITA,,2026-04-22 20:01:39
5615,2302290,2023,931,1,2,1,20230702,20230703,1.5,572031.0,Asistir al Congreso Cobre Colombia 2023 con el fin de nutrir el estudio sectorial Promoción de la minería en Colombia y su impacto fiscal.,OTROS,,2026-04-22 20:01:39
5616,2302318,2023,632,1,619,1,20230702,20230703,1.5,1158805.0,"Asesorar y apoyar la visita técnica al proyecto hidroeléctrico Ituango, seguimiento que realiza la CD Sector Infraestructura. Traslados con Entidad por seguridad y acceso.",VISITA,,2026-04-22 20:01:39
5617,2302491,2023,937,1,2,1,20230702,20230703,1.5,566760.0,Asistir al Congreso Cobre Colombia 2023 con el fin de nutrir el estudio sectorial Promoción de la minería en Colombia y su impacto fiscal.,OTROS,,2026-04-22 20:01:39
5618,2302645,2023,935,1,625,1,20230702,20230704,2.5,1156161.0,Visita apoyo técnico Indagacion Preliminar IP 813112-2022-47227 Contrato Nro.155-2020 derivado del Convenio Interadministrativo Nro. 369 FIP 2019 celebrado entre Fundación Universitaria del Valle FUV y Prosperidad Social PS en el Mun. Trujillo,VISITA,,2026-04-22 20:01:39
5619,2303074,2023,8,1,619,1,20230702,20230703,1.5,1583755.0,"Visita técnica al proyecto hidroeléctrico Ituango, seguimiento que realiza la CD Sector Infraestructura. Traslados con Entidad por seguridad y acceso.",VISITA,,2026-04-22 20:01:39
5620,2303297,2023,938,1,307,1,20230702,20230703,1.5,1615042.0,"Realizar Visita de la Indagacion Preliminar en la base de Tolemaida Nilo Cundinamarca No 89112202447697 Reconocimiento de Primas por Vuelos,desplazamiento terrestre en el vehículo de placas LCZ821 asignado a la Contraloria Delegada.",VISITA,,2026-04-22 20:01:39
5621,2303360,2023,370,1,357,1,20230702,20230704,2.5,1020400.0,"Desplazarse a La Jagua de Ibirico para verificar en terreno el estado de los bienes revertidos en los contratos 044-89, 285-95 y 109-90, en el marco del seguimiento al control de advertencia a la ANM.",OTROS,,2026-04-22 20:01:39
5622,2303451,2023,228,1,618,1,20230702,20230704,2.5,1101840.0,"Realizar visita tecnica, decretada mediante auto No. 433 del 12 06 2023, revision ejecucion del convenio No. 912 de 2019, mejoramiento de vías del municipio, dentro del PRF No. 85112 2022 48136",VISITA,,2026-04-22 20:01:39
5623,2303570,2023,1600,1,622,1,20230702,20230704,2.5,1175815.0,"Realizar visita especial, decretada con auto No. 386 del 29 05 2023, revision ejecucion contrato No. CIP 02 de 2017, fortalecimiento nutricional comunidades indigenas zona rural municipios de San Andres de Sotavento y Tuchin, PRF No. 80233 2018 37463",VISITA,,2026-04-22 20:01:39
5624,2303689,2023,752,1,621,1,20230702,20230704,2.5,1000842.0,"Visita técnica al sitio de la obra que es la construcción de 10 viviendas en la modalidad bifamiliar de interés prioritario, Auto 0875 de junio 17 2023 PRF-38178. Transporte terrestre Bogotá-Duitama-Malaga-Concepción",VISITA,,2026-04-22 20:01:39
5625,2303704,2023,198,1,621,1,20230702,20230704,2.5,1073943.0,"Visita técnica al sitio de la obra que es la construcción de 10 viviendas en la modalidad bifamiliar de interés prioritario, Auto 0875 de junio 17 2023 PRF-38178. Transporte terrestre Bogotá-Duitama-Malaga-Concepción",VISITA,,2026-04-22 20:01:39
5626,2303912,2023,275,1,469,1,20230702,20230704,2.5,920165.0,"Realizar visita tecnica, decretada mediante auto No. 01293 del 13 06 2023, revision ejecucion contrato de obra publica No. LP 004 del 24 05 2019, construcción placa huella del municipio, dentro del PRF No. 801112 2018 37767",VISITA,,2026-04-22 20:01:39
5627,2303950,2023,152,1,618,1,20230702,20230704,2.5,1092244.0,"Realizar visita especial, decretada mediante auto No. 433 del 12 06 2023, revision ejecucion del convenio No. 912 de 2019, mejoramiento de vias del municipio, dentro del PRF No. 85112 2022 48136",VISITA,,2026-04-22 20:01:39
5628,2303951,2023,932,1,623,1,20230702,20230704,2.5,1000812.0,"Realizar visita especial, decretada mediante auto No. 0515 del 13 05 2023, revision ejecucion del convenio No. ESAL 001 20, pagos realizados por la ejecución del PAE, vigencia 2019, dentro del PRF No. 80132 2021 43182",VISITA,,2026-04-22 20:01:39
5629,2302449,2023,940,1,627,1,20230703,20230704,1.5,705991.0,"Visita de Campo Denuncia 2023 -336322-80234-D presuntas irregularidades en los contratos de suministro Subasta Inversa Presencial No MMO SI 01 2021 y contrato No SI SEM- 001 2022, suscrito entre el municipio de Momil y Abel Mendoza Ruiz.",VISITA,,2026-04-22 20:01:39
5630,2301426,2023,622,1,285,1,20230704,20230704,0.5,180689.0,"CONVOCATORIA A SESION DE TRABAJO PARA EL IMPULSO DEL PLAN ESTRATÉGICO DE SEGURIDAD Y PROTECCIÓN CON MANDATARIOS DEL DEPARTAMENTO DEL CAUCA, LOS ORGANIZADORES SUMINISTRAN LOS VUELOS, BOGOTA-POPAYAN-BOGOTA.",OTROS,,2026-04-22 20:01:39
5631,2302941,2023,43,1,285,1,20230704,20230704,0.5,546614.0,"CONVOCATORIA A SESION DE TRABAJO PARA EL IMPULSO DEL PLAN ESTRATÉGICO DE SEGURIDAD Y PROTECCIÓN CON MANDATARIOS DEL DEPARTAMENTO DEL CAUCA, LOS ORGANIZADORES SUMINISTRAN LOS VUELOS, BOGOTA-POPAYAN-BOGOTA.",OTROS,,2026-04-22 20:01:39
5632,2300029,2023,841,1,628,1,20230707,20230707,0.5,222956.0,"Asistencia taller Nuevo régimen de ordenamiento territorial en Colombia Caso La Guajira sobre Áreas de Protección para la Producción de Alimentos APPA y Reforma Agraria, comprender su aplicación en desarrollo y planificación territorial rural",OTROS,,2026-04-22 20:01:39
5633,2300087,2023,198,1,629,1,20230707,20230711,4.5,1694939.0,"Visita técnica al sito de la obra que es la construcción de 70 viviendas de interés prioritario, Auto 0875 de junio 17 2023 PRF-38178. Transporte fluvial Barrancabermeja-Puerto Wilches",VISITA,,2026-04-22 20:01:39
5634,2300654,2023,17,1,222,1,20230707,20230711,4.5,4808797.0,"Verificar la correcta inversión de los recursos y la ejecución del Contrato N DG-021-2017, cuyo objeto es Contrato de obra para el mantenimiento y repotenciación de la línea de 115 kV entre Huapango y el Carmen de Atrato, departamento de Choco",OTROS,,2026-04-22 20:01:39
5635,2300828,2023,216,1,222,1,20230707,20230711,4.5,1553234.0,"Verificar la correcta inversión de los recursos y la ejecución del Contrato N DG-021-2017, cuyo objeto es Contrato de obra para el mantenimiento y repotenciación de la línea de 115 kV entre Huapango y el Carmen de Atrato, departamento de Choco",OTROS,,2026-04-22 20:01:39
5636,2300916,2023,191,1,630,1,20230707,20230717,7.0,3081297.0,"Realizar mesas y seguimiento a obras en la estrategia CC en Buenaventura y asistir en representación de la CGR a Providencia para verificar cumplimiento de la sentencia 333,2020 sobre reconstrucción de la isla.",OTROS,,2026-04-22 20:01:39
5637,2301244,2023,942,1,631,1,20230707,20230707,1.0,110382.0,"Realizar visita especial, decretada mediante auto No. 001 del 23 01 2023, revision ejecucion contrato de suministro No. 12 del 24 11 2021, adquisicion de equipos y recabar testimonios comunidad educativa, dentro de la IP No. 80663 2022 47948",VISITA,,2026-04-22 20:01:39
5638,2301254,2023,869,1,540,1,20230707,20230710,3.5,1330112.0,"Asistir a mesa de trabajo en el Reconocimiento y representación de la justicia social como esferas de los ciudadanos rurales, desarrollados por mujeres en Colombia del 2016-2023 en Tumaco -Nariño y Manglar El Encanto a 24 millas de la cabecera urbana",OTROS,,2026-04-22 20:01:39
5639,2301421,2023,941,1,262,1,20230707,20230708,2.0,167374.0,"Realizar visita especial, decretada mediante auto No. 0516 del 14 05 2023, revison ejecucion contrato de obra No. 001 de 2017, adquisicion de biens y servicios en ESE Hospital del municipio, dentro del PRF No. 80132 2019 39829",VISITA,,2026-04-22 20:01:39
5640,2301660,2023,920,1,1077,1,20230707,20230710,4.0,355591.0,"Realizar visita tecnica, decretada mediante auto No. 095 25 del 26 05 2023, revision ejecucion contrato de obra No. 0167 2017 000107 del 07 09 2017, municipio de Sabanalarga, Baranoa, Ponedera y Tubara, dentro del PRF No. 80083 2021 43386",VISITA,,2026-04-22 20:01:39
5641,2301747,2023,218,1,71,1,20230707,20230708,1.5,1366229.0,Asistir por delegación del señor Contralor General de la República a la sesión de trabajo convocada por la comunidad de Carmen de Bolívar,OTROS,,2026-04-22 20:01:39
5642,2302156,2023,65,1,121,1,20230707,20230711,4.5,1756096.0,"Realizar visita tecnica, decretada mediante auto No. 375 del 09 06 2023, revision ejecucion contrato de obra No. 171 del 27 04 2020, construccion y mejoramiento de 93 viviendas en zona rural y urbana del municipio, dentro del PRF No. 80732 2022 47745",VISITA,,2026-04-22 20:01:39
5643,2302164,2023,872,1,540,1,20230707,20230710,3.5,1605398.0,"Asistir a mesa de trabajo en el Reconocimiento y representación de la justicia social como esferas de los ciudadanos rurales, desarrollados por mujeres en Colombia del 2016-2023 en Tumaco -Nariño y Manglar El Encanto a 24 millas de la cabecera urbana",OTROS,,2026-04-22 20:01:39
5644,2302208,2023,84,1,404,1,20230707,20230708,1.5,536019.0,"Realizar Mesa de dialogo con ciudadania, CAR, UNGRD y Alcaldia Municipal y apoyo técnico para la visita a las obras de mitigacion de emergencia en el municipio de Fusagasuga.",VISITA,,2026-04-22 20:01:39
5645,2302264,2023,147,1,59,1,20230707,20230708,1.5,544445.0,"Verificar ejecución de la obra, toma medidas de lo construido, longitudes, espesores, niveles, pendientes revisión de ancho de vía, bordillos y andenes, drenajes y capas de pavimento toma registro fotográfico",OTROS,,2026-04-22 20:01:39
5646,2302743,2023,874,1,540,1,20230707,20230710,3.5,1330829.0,"Asistir a mesa de trabajo en el Reconocimiento y representación de la justicia social como esferas de los ciudadanos rurales, desarrollados por mujeres en Colombia del 2016-2023 en Tumaco -Nariño y Manglar El Encanto a 24 millas de la cabecera urbana",OTROS,,2026-04-22 20:01:39
5647,2302896,2023,866,1,404,1,20230707,20230708,1.5,645367.0,"Realizar Mesa de dialogo con ciudadania, CAR, UNGRD y Alcaldia Municipal y apoyo técnico para la visita a las obras de mitigacion de emergencia en el municipio de Fusagasuga.",VISITA,,2026-04-22 20:01:39
5648,2303264,2023,1554,1,71,1,20230707,20230708,1.5,891547.0,Acompañar a la Gerente Departamental en la delegación del señor Contralor General de la República a la sesión de trabajo convocada por la comunidad de Carmen de Bolívar,OTROS,,2026-04-22 20:01:39
5649,2300803,2023,885,1,319,1,20230708,20230710,2.5,2717979.0,"Asistir a las mesas de articulacion interinstitucional y comunitaria para el seguimiento a la Sentencia T 025 de 2004 en relacion a las acciones, programas e inversiones dirigidas al Pueblo Nukak, en el municipio de San José del Guaviare.",OTROS,,2026-04-22 20:01:39
5650,2300887,2023,892,1,319,1,20230708,20230710,2.5,2752800.0,"Verificar tecnica y juridicamente, programas e inversiones para el Pueblo Nukak,segun la Sentencia T 025 de 2004,Planes de Salvaguarda de MinInterior y uso de recursos SGP en resguardos indígenas de la región en el municipio de San José del Guaviare.",OTROS,,2026-04-22 20:01:39
5651,2301367,2023,943,1,378,1,20230708,20230710,2.5,891029.0,Realizar visita de inspeccion visual para la verificacion de las cantidades ejecutadas del Contrato de obra No. AQLATAM-ALC-001-2020 en el marco la denuncia 2023-335880-82111-D.convenio Interadministrativo No. 1072 de 2019,VISITA,,2026-04-22 20:01:39
5652,2301589,2023,113,1,1,1,20230708,20230711,3.5,1330791.0,"Visita especial a la UGRD Obras de estabilización de taludes Inspección visual, estado actual obras ejecutadas Auto 0829 de junio 9 de 2023 PRF-80011-2019-41213-3.Transporte terrestre Pereira-Manizales-Buenavista-Los Cerezos-Pueblo Hondo-Tarroliso",VISITA,,2026-04-22 20:01:39
5653,2301596,2023,806,1,540,1,20230708,20230709,1.5,1713705.0,Verificar el cumplimiento de mesas de trabajo para el Reconocimiento y representación de la justicia social como esferas de los ciudadanos rurales y mujeres en Colombia del 2016-2023 en Tumaco y Mangalar el encanto a 24 millas de la cabecera urbana.,OTROS,,2026-04-22 20:01:39
5654,2301659,2023,87,1,29,1,20230708,20230710,2.5,1167370.0,"visita tecnica, revision fisica y toma fotografica en la obra para verificar el avance del cumplimiento de lo pactado en el contrato CO1 PCCNTR 540937 DE 2021 Y CO1 NTC 4691258 sede del SENA.",VISITA,,2026-04-22 20:01:39
5655,2301907,2023,263,1,319,1,20230708,20230710,2.5,2720771.0,"Liderar mesas de articulacion interinstitucional y comunitaria para el seguimiento a la Sentencia T 025 de 2004 en relacion a las acciones, programas e inversiones dirigidas al Pueblo Nukak, en el municipio de San Jose del Guaviare.",OTROS,,2026-04-22 20:01:39
5656,2302040,2023,124,1,90,1,20230708,20230711,3.5,1191357.0,Realizar visita técnica al proyecto de Implementación plan maestro de acueducto y alcantarillado fase II en el Municipio de Leticia en el marco de la atención de la Denuncia 2023-334359-82111-D.,VISITA,,2026-04-22 20:01:39
5657,2302139,2023,815,1,319,1,20230708,20230710,2.5,1444709.0,"Realizar actividades de recoleccion de informacion sobre las acciones e inversiones dirigidas a la atencion del Pueblo Nukak,sentencia T025 de 2004, en el marco de la vigilancia fiscal, en el municipio de San José del Guaviare.",OTROS,,2026-04-22 20:01:39
5658,2303728,2023,1589,1,237,1,20230708,20230711,3.5,1723797.0,"Realizar visita técnica, decretada mediante auto No. 710 del 17 06 2023, revision ejecucion contrato de obra No. SI I 980 0980 2014, construcción Institución Educativa Técnica Agropecuaria en zona rural del municipio, dentro del PRF No.44525",VISITA,,2026-04-22 20:01:39
5659,2300149,2023,80,1,1078,1,20230709,20230716,3.0,1240347.0,"visita de atencion a los contratos de obras, verificacion visual y registro fotografico, realizacion de actas en los municipios de san agustin y la argentina huila.",VISITA,,2026-04-22 20:01:39
5660,2300195,2023,752,1,632,1,20230709,20230711,2.5,966871.0,"Visita técnica al sito de la obra que es la construcción de 20 viviendas de interés prioritario, Auto 0875 de junio 17 2023 PRF-38178. Transporte terrestre Cúcuta-Toledo-Cúcuta",VISITA,,2026-04-22 20:01:39
5661,2300284,2023,945,1,635,1,20230709,20230711,2.5,897147.0,"Verificar los soportes de pago de cada uno de los contratos de la Denuncia con SIPAR 2023-327719-82111-D en el manejo de los recursos públicos en la Central de Abastecimientos del Valle del Cauca S.A CAVASA, en el Municipio de Candelaria.",OTROS,,2026-04-22 20:01:39
5662,2300581,2023,275,1,321,1,20230709,20230710,2.0,162407.0,"Realizar visita tecnica, decretada mediante auto No. 01316 del 18 06 2023, revision ejecucion contrato de obra No. CO792 de 2018, Complejo deportivo del municipio, dentro de la IP No. 85112 2022 46358",VISITA,,2026-04-22 20:01:39
5663,2301179,2023,99,1,634,1,20230709,20230711,2.5,1137569.0,"Realizar visita tecnica, decretada en autos No. 414 del 20 05 2023 y 010 del 14 03 2023, revision ejecucion contratos Nos. 02 de 2019 y C MS SA 005 2021, municipios de Jerico y Socota, dentro de las IP Nos. 80152 2022 48249 Y 80153-2023-48922",VISITA,,2026-04-22 20:01:39
5664,2301786,2023,359,1,635,1,20230709,20230711,2.5,913935.0,"Verificar contratos de prestación de servicio en marco de la Atención a Denuncia con SIPAR 2023-327719-82111-D en el manejo de los recursos públicos en la Central de Abastecimientos del Valle del Cauca S.A CAVASA, en el Municipio de Candelaria.",OTROS,,2026-04-22 20:01:39
5665,2301843,2023,628,1,83,1,20230709,20230709,0.5,250327.0,Realizar seguimiento a los trabajos de reparaciones de niveles de las terrazas en la nueva adquisición para la sede de la Gerencia Departamental Colegiada de Santander.,OTROS,,2026-04-22 20:01:39
5666,2302065,2023,328,1,98,1,20230709,20230711,2.5,956311.0,"Realizar matrices de Peligros y riesgos en SST y la actualización de planes de emergencias en Gerencias Departamentales, en desplazamiento aereo es de Bogotá - Monteria -Bogotá",OTROS,,2026-04-22 20:01:39
5667,2302817,2023,944,1,633,1,20230709,20230711,2.5,1173940.0,"Realizar visita tecnica, decretada mediante auto No. 001 del 15 01 2023, revision ejecucion contrato de obra No. 001 de 2020, construccion muro de contension red eléctrica del municipio, dentro del PRF No. 80813 2021 43650",VISITA,,2026-04-22 20:01:39
5668,2303504,2023,51,1,438,1,20230709,20230710,1.5,699763.0,"Realizar visita tecnica, decretada mediante auto No. 262 del 05 05 2023, revision ejecucion contrato de obra No. 509 de 2021, mejoramiento vias rurales del municipio, dentro de la IP No. 80412 2022 47987",VISITA,,2026-04-22 20:01:39
5669,2300331,2023,112,1,71,1,20230710,20230710,0.5,315418.0,"Realizar visita al Carmen de Bolivar y corregimiento el salado con el fin de realizar cumplimiento de los estándares mínimos para el uso del centro de salud, soportando visita técnica y registro fotográficos de las obras ejecutadas.",VISITA,,2026-04-22 20:01:39
5670,2300337,2023,21,1,641,1,20230710,20230711,1.5,669883.0,Participar en el Ejercicio Territorial de la Comisión de Seguimiento y Monitoreo a la Ley de Víctimas con mesas de víctimas e institucionalidad nacional y territorial que se desarrollará en la ciudad de Salamina - Caldas,OTROS,,2026-04-22 20:01:39
5671,2300421,2023,85,1,169,1,20230710,20230711,1.5,600173.0,"Realizar visita tecnica, decretada mediante auto No. 0421 del 10 06 2023, revision ejecucion contrato de obra No. 177 de 2018, pavimentacion en pavimento rigido en zona industrial del municipio, dentro del PRF No. 813112 2020 42017",VISITA,,2026-04-22 20:01:39
5672,2301089,2023,736,1,169,1,20230710,20230711,1.5,583722.0,"Realizar visita tecnica, decretada mediante auto No. 0421 del 10 06 2023, revision ejecucion contrato de obra No. 177 de 2018, pavimentacion en pavimento rigido en zona industrial del municipio, dentro del PRF No. 813112 2020 42017",VISITA,,2026-04-22 20:01:39
5673,2301285,2023,114,1,642,1,20230710,20230711,1.5,550958.0,Verificar cantidades de obra ejecutadas y entrega de suministros en las diferentes plantas de tratamiento de agua potable y pozos profundos.,OTROS,,2026-04-22 20:01:39
5674,2301311,2023,639,1,78,1,20230710,20230711,1.5,568076.0,"En el marco de las estrategias de compromiso Colombia e Intervenciones de Control Ciudadano, verificar el avance de las obras del Departamento de Casanare y preparar visitar del Señor Contralor General de la Republica.",VISITA,,2026-04-22 20:01:39
5675,2301327,2023,26,1,637,1,20230710,20230730,7.0,7537104.0,"Realizar visitas de obra con la ciudadania y diálogos participativos sobre los proyectos priorizados en los departamentos de Casanare, Guainía, Guaviare y Quindío",VISITA,,2026-04-22 20:01:39
5676,2301974,2023,210,1,639,1,20230710,20230711,2.0,179903.0,"Realizar visita técnica a las obras ejecutadas a través del Convenio No.M-2030 de 2018 y verificar la funcionalidad, calidad, materiales y cantidades de obra ejecutada.",VISITA,,2026-04-22 20:01:39
5677,2302053,2023,947,1,641,1,20230710,20230711,1.5,585375.0,Participar en el Ejercicio Territorial de la Comisión de Seguimiento y Monitoreo a la Ley de Víctimas con mesas de víctimas e institucionalidad nacional y territorial que se desarrollará en la ciudad de Salamina - Caldas,OTROS,,2026-04-22 20:01:39
5678,2302083,2023,375,1,52,1,20230710,20230711,1.5,727167.0,"Realiozar visita tecnica, decretada mediante auto No. 146 del 04 06 2023, complementación del informe técnico incorporado al expediente ,revision ejecucion contrato de obra No. 197 de 2021, dentro del PRF No. 2022 47838",VISITA,,2026-04-22 20:01:39
5679,2302500,2023,220,1,640,1,20230710,20230711,2.0,185576.0,"Realizar visita tecnica, decretada mediante auto No. 333 del 29 05 2023, revision ejecucion contrato de obra No. 074 de 2017, construcción de la infraestructura educativa afectada por el fenómeno de la Niña, dentro de la IP No. 80763 2022 47809",VISITA,,2026-04-22 20:01:39
5680,2302635,2023,946,1,638,1,20230710,20230710,0.5,513917.0,"Asistir a la sesión de la Comisión Especial de Seguimiento al Proceso de Descentralización y Ordenamiento Territorial del Senado, por designación del Contralor, la cual se llevará a cabo en el municipio de Líbano, Tolima.",OTROS,,2026-04-22 20:01:39
5681,2302813,2023,565,1,636,1,20230710,20230711,1.0,231623.0,Vertificacion de las condiciones tecnicas y fisicas de los vehiculos ofrecidos a la CGR,OTROS,,2026-04-22 20:01:39
5682,2303214,2023,651,1,174,1,20230710,20230711,1.5,700874.0,"visita tecnica, se realizara revision visual y toma fotografica con el fin de establecer si se cumplen con las condiciones del contrato OB-073-2021.",VISITA,,2026-04-22 20:01:39
5683,2303302,2023,156,1,154,1,20230710,20230711,1.5,624257.0,"Visita al municipio Caicedonia, cabecera municipal y vereda Samaria, para verificar el cumplimiento de especificaciones técnicas, la cantidad y la funcionalidad de las obras ejecutadas en los contratos 065-2018, 309-2020, denuncia 2023-336382-80764-D",VISITA,,2026-04-22 20:01:39
5684,2303439,2023,833,1,618,1,20230710,20230711,1.5,607005.0,"Realizar visita tecnica, decretada mediante auto No. 470 del 18 06 2023, revision ejecucion contrato de obra No. 005 del 22 03 2022, adeacuacion estadios Jesus Posso y Porvenir del Municipio, dentro de la IP No. 80233 2023 40204",VISITA,,2026-04-22 20:01:39
5685,2300094,2023,2,1,189,1,20230714,20230715,1.5,1539490.0,Visita de verificación y recibo a satisfacción de las adecuaciones de impermeabilización ejecutadas en la sede de la Gerencia Atlántico por FONDECUN,VISITA,,2026-04-22 20:01:39
5686,2301382,2023,112,1,643,1,20230714,20230714,1.0,125785.0,"Realizar visita especial, decretada mediante auto No. 00849 del 11 04 2023, revision ejecucion contrato de obra No. 005 de 2019, construccion de obras de mitigacion del riesgo en zona rural del municipio, dentro del PRF No. 801112 2018 37906",VISITA,,2026-04-22 20:01:39
5687,2301549,2023,948,1,90,1,20230714,20230718,4.5,1532486.0,Realizar visita especial y práctica de pruebas en procesos disciplinarios Nos. ID 6300 e ID 6314 en la Gerencia Departamental Colegiada de Amazonas de la Contraloría General de la República,VISITA,,2026-04-22 20:01:39
5688,2301637,2023,949,1,4,1,20230714,20230718,4.5,1635518.0,Implementación switches reestructuración y optimización de red LAN Gerencia Departamental Valle.,OTROS,,2026-04-22 20:01:39
5689,2302186,2023,569,1,189,1,20230714,20230715,1.5,555182.0,Realizar recibo de actividades de impermeabilización ejecutadas en la sede de la Gerencia Atlántico por FONDECUN.,OTROS,,2026-04-22 20:01:39
5690,2302851,2023,13,1,4,1,20230714,20230718,4.5,1602692.0,Implementación switches reestructuración y optimización de red LAN Gerencia Departamental Valle.,OTROS,,2026-04-22 20:01:39
5691,2303341,2023,79,1,644,1,20230714,20230716,2.5,1183439.0,"Realizar visita tecnica, decretada mediante auto No. 01098 del 20 05 2023, revision ejecucion del convenio No. 65 de 2020, contrato 162 de 2018, construccion aula escolar en zona rural del municipio, dentro de la IP No. 88112 2022 46415",VISITA,,2026-04-22 20:01:39
5692,2303458,2023,246,1,597,1,20230714,20230716,2.5,947183.0,"Revisar planimetrías, estudios y carteras topográficas realizadas bitácoras, especificaciones y estudios de suelos, densidades y alcance de los proyectos ejecutados.",OTROS,,2026-04-22 20:01:39
5693,2300537,2023,952,1,164,1,20230715,20230715,0.5,654425.0,"Realizar acompañamiento a los veedores ciudadanos, en visita al sitio de la obra del contrato 976 de 2019, mejoramiento, mantenimiento, gestión predial, social y ambiental sostenible de la troncal de la Orinoquía. AP 46903",VISITA,,2026-04-22 20:01:39
5694,2300575,2023,951,1,174,1,20230715,20230717,2.5,1086501.0,"Desplazarse a Buenaventura, para realizar seguimiento a obras ECC, reuniones y visitas de obras a proyectos próximos a entregar en el departamento del valle del cauca.",VISITA,,2026-04-22 20:01:39
5695,2300831,2023,885,1,600,1,20230715,20230717,2.5,2826014.0,"Orientar la sesión técnica en Riohacha 15 y 16 de julio y la socialización del informe del Fondo Social Tabaco en Hatonuevo 17 de julio, apoyando análisis e informes sobre cumplimiento estatal con enfoque diferencial, según normativa vigente.",OTROS,,2026-04-22 20:01:39
5696,2301057,2023,950,1,4,1,20230715,20230716,1.5,558124.0,"Realizar mesas de trabajo, supervisar el progreso y las dificultades de los proyectos ECC, FFIE y la Unidad Oncológica del HUV, recopilar preocupaciones ciudadanas y definir compromisos con actores estratégicos.",OTROS,,2026-04-22 20:01:39
5697,2301258,2023,892,1,600,1,20230715,20230717,2.5,2670045.0,"Coordinar la sesión técnica en Riohacha 15 y 16 de julio y la socialización del informe del Fondo Social Tabaco en Hatonuevo 17 de julio, apoyando análisis e informes sobre cumplimiento estatal con enfoque diferencial, según normativa vigente.",OTROS,,2026-04-22 20:01:39
