viatico_id,commission_request_id,total_travel_allowance,purpose,full_date,commission_days,employee_position_norm,position_level,city_origin,city_destination_main,distance_km,destination_count,is_contractor,transport_mode,accommodation_type,prior_authorizations_required,destination_security_level,had_travel_incidents,dept_budget_execution_pct,functional_area,return_trip_included,advance_booking_days,requires_per_diem,daily_allowance_rate,allowance_per_km,travel_month,travel_quarter,travel_year,is_fiscal_year_end,is_weekend_departure,spending_tier,destination_region,position_seniority_index,purpose_expense_profile,is_multi_destination,multi_dest_cost_ratio,log_total_allowance
9937,2400909,1467933,Visitas de Supervisión Contractual,2024-08-12,3.5,PROFESIONAL,3.0,FLORENCIA,EL PAUJIL,31.9215,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,1,0.6119,Control Interno,1,6,1,419409.43,44588.89,8,3,2024,0,0,Medio-Alto,Andina,2.0,1107880.82,0,1467933.0,14.199367
9951,2402379,682205,Ceremonias de Reconocimiento,2024-08-12,1.5,PROFESIONAL,3.0,MANIZALES,BOGOTA D.C.,289.128,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.642,Registro Civil,1,6,1,454803.33,2351.39,8,3,2024,0,0,Medio-Bajo,Andina,2.0,858116.87,0,682205.0,13.433087
9936,2400899,696962,Visitas de Supervisión Contractual,2024-08-12,1.5,PROFESIONAL,3.0,BOGOTA D.C.,YOPAL,375.3356,1,0,Terrestre,Hotel 3 estrellas,2,Riesgo medio,0,0.6637,Control Interno,1,3,1,464641.33,1851.97,8,3,2024,0,0,Medio-Bajo,Orinoquía,2.0,1107880.82,0,696962.0,13.454488
9953,2402724,742425,Ceremonias de Reconocimiento,2024-08-12,1.5,PROFESIONAL,3.0,CALI,BOGOTA D.C.,453.4291,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.6012,Infraestructura TI,1,14,1,494950.0,1633.75,8,3,2024,0,0,Medio-Bajo,Andina,2.0,858116.87,0,742425.0,13.517678
9970,2403905,420096,Ceremonias de Reconocimiento,2024-08-12,1.5,AUXILIAR,4.0,VALLEDUPAR,BOGOTA D.C.,887.4196,1,0,Aéreo,Hospedaje económico,1,Bajo riesgo,0,0.6663,Administrativa,1,8,1,280064.0,472.86,8,3,2024,0,0,Bajo,Andina,1.0,858116.87,0,420096.0,12.948241
9969,2403835,1727860,Visitas de Control Técnico,2024-08-12,1.5,DIRECTOR,2.0,BOGOTA D.C.,MEDELLIN,416.6864,1,0,Aéreo,Hotel 3 estrellas,3,Bajo riesgo,0,0.6312,Organización Electoral,1,4,1,1151906.67,4136.74,8,3,2024,0,0,Alto,Andina,3.0,1183521.55,0,1727860.0,14.362395
23093,2411117,0,Capacitación Institucional,2024-08-12,4.5,DIRECTOR,2.0,BOGOTA D.C.,PUERTO LOPEZ,105.3971,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,0,0.6317,Administrativa,0,14,1,0.0,0.0,8,3,2024,0,0,Bajo,Andina,3.0,0.0,0,0.0,0.0
9954,2402736,739136,Ceremonias de Reconocimiento,2024-08-12,1.5,PROFESIONAL,3.0,CALI,BOGOTA D.C.,453.4291,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.69,Jurídica,1,15,1,492757.33,1626.52,8,3,2024,0,0,Medio-Bajo,Andina,2.0,858116.87,0,739136.0,13.513239
9999,2404014,684913,Visitas de Control Técnico,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 3 estrellas,3,Riesgo medio,0,0.6553,Organización Electoral,1,2,1,456608.67,1362.74,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1183521.55,0,684913.0,13.437049
9996,2403808,708428,Visitas de Control Técnico,2024-08-13,1.5,CONTRATISTA,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,1,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.6949,Organización Electoral,1,3,1,472285.33,1409.53,8,3,2024,0,0,Medio-Bajo,Pacífica,1.0,1183521.55,0,708428.0,13.470805
9973,2400051,1750361,Visitas de Control Técnico,2024-08-13,1.5,DIRECTOR,2.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Terrestre,Hotel 3 estrellas,3,Riesgo medio,0,0.646,Organización Electoral,1,3,1,1166907.33,3482.61,8,3,2024,0,0,Alto,Pacífica,3.0,1183521.55,0,1750361.0,14.375333
9976,2400333,0,Visitas de Control Técnico,2024-08-13,1.0,DIRECTOR,2.0,BOGOTA D.C.,ITAGUI,420.8709,1,0,Aéreo,Hotel 4-5 estrellas,1,Bajo riesgo,1,0.567,Registro Civil,1,5,1,0.0,0.0,8,3,2024,0,0,Bajo,Andina,3.0,1183521.55,0,0.0,0.0
9975,2400246,975081,Visitas de Control Técnico,2024-08-13,1.5,OTRO,3.0,CALI,BUENAVENTURA,128.6188,1,0,Terrestre,Hospedaje económico,2,Riesgo medio,0,0.5834,Organización Electoral,1,4,1,650054.0,7522.68,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1183521.55,0,975081.0,13.790277
9974,2400062,975890,Visitas de Control Técnico,2024-08-13,1.5,GERENTE,2.0,CALI,BUENAVENTURA,128.6188,1,0,Terrestre,Hotel 4-5 estrellas,2,Riesgo medio,0,0.5963,Organización Electoral,0,3,1,650593.33,7528.92,8,3,2024,0,0,Medio-Bajo,Pacífica,3.0,1183521.55,0,975890.0,13.791106
9998,2403904,683356,Visitas de Control Técnico,2024-08-13,1.5,CONTRATISTA,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,1,Aéreo,Hospedaje económico,3,Riesgo medio,0,0.6439,Organización Electoral,1,2,1,455570.67,1359.64,8,3,2024,0,0,Medio-Bajo,Pacífica,1.0,1183521.55,0,683356.0,13.434773
9997,2403857,705252,Visitas de Control Técnico,2024-08-13,1.5,CONTRATISTA,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,1,Aéreo,Hotel 3 estrellas,3,Riesgo medio,0,0.6523,Organización Electoral,1,5,1,470168.0,1403.21,8,3,2024,0,0,Medio-Bajo,Pacífica,1.0,1183521.55,0,705252.0,13.466312
9995,2403805,1664939,Visitas de Supervisión Contractual,2024-08-13,1.5,CONTRALOR,1.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 4-5 estrellas,3,Riesgo medio,0,0.7143,Control Interno,1,4,1,1109959.33,3312.65,8,3,2024,0,0,Alto,Pacífica,4.0,1107880.82,0,1664939.0,14.3253
9980,2401043,1782412,Visitas de Control Técnico,2024-08-13,1.5,CONTRALOR,1.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 4-5 estrellas,3,Riesgo medio,0,0.6297,Organización Electoral,1,3,1,1188274.67,3546.38,8,3,2024,0,0,Alto,Pacífica,4.0,1183521.55,0,1782412.0,14.393479
9993,2403658,1806460,Visitas de Control Técnico,2024-08-13,1.5,DIRECTOR,2.0,BOGOTA D.C.,BUCARAMANGA,437.1759,1,0,Aéreo,Hotel 4-5 estrellas,2,Bajo riesgo,1,0.6784,Organización Electoral,1,4,1,1204306.67,4122.68,8,3,2024,0,0,Alto,Andina,3.0,1183521.55,0,1806460.0,14.40688
18639,2406663,2114189,Visitas de Supervisión Contractual,2024-08-13,3.5,PROFESIONAL,3.0,BOGOTA D.C.,RIOHACHA,1009.7207,1,0,Aéreo,Hospedaje económico,3,Riesgo medio,0,0.613,Infraestructura TI,1,2,1,604054.0,2091.76,8,3,2024,0,0,Alto,Caribe,2.0,1107881.0,0,2114189.0,14.564182
17140,2405164,402993,Visitas de Supervisión Contractual,2024-08-13,2.5,PROFESIONAL,3.0,BOGOTA D.C.,RIOHACHA,652.9641,1,0,Aéreo,Hospedaje económico,1,Riesgo medio,0,0.5784,Control Interno,1,2,1,161197.2,616.23,8,3,2024,0,0,Bajo,Caribe,2.0,1107881.0,0,402993.0,12.906677
9981,2401481,1260230,Visitas de Control Técnico,2024-08-13,1.5,CONTRATISTA,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,1,Aéreo,Hotel 3 estrellas,3,Riesgo medio,0,0.5756,Identificación,1,4,1,840153.33,2507.42,8,3,2024,0,0,Medio-Alto,Pacífica,1.0,1183521.55,0,1260230.0,14.046806
9979,2400911,1133405,Visitas de Supervisión Contractual,2024-08-13,2.5,PROFESIONAL,3.0,BOGOTA D.C.,EL BANCO,689.6359,1,0,Aéreo,Hospedaje económico,2,Bajo riesgo,1,0.6075,Control Interno,1,5,1,453362.0,1641.1,8,3,2024,0,0,Medio-Alto,Andina,2.0,1107880.82,0,1133405.0,13.940738
9978,2400738,1195759,Visitas de Supervisión Contractual,2024-08-13,2.5,PROFESIONAL,3.0,IBAGUE,RIOBLANCO,200.4013,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.6077,Control Interno,0,3,1,478303.6,5937.2,8,3,2024,0,0,Medio-Alto,Andina,2.0,1107880.82,0,1195759.0,13.994293
9992,2403643,631369,Visitas de Control Técnico,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUCARAMANGA,437.1759,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.5908,Organización Electoral,1,4,1,420912.67,1440.9,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1183521.55,0,631369.0,13.355647
9982,2401563,2067255,Visitas de Supervisión Contractual,2024-08-13,5.0,PROFESIONAL,3.0,MEDELLIN,BURITICA,86.7635,2,0,Mixto,Hotel 3 estrellas,3,Alto riesgo,0,0.6808,Infraestructura TI,1,5,1,413451.0,23554.84,8,3,2024,0,0,Alto,Andina,2.0,1107880.82,1,1033627.5,14.541733
9990,2403341,1666211,Visitas de Control Técnico,2024-08-13,1.5,CONTRALOR,1.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 4-5 estrellas,3,Riesgo medio,1,0.5829,Organización Electoral,1,3,1,1110807.33,3315.18,8,3,2024,0,0,Alto,Pacífica,4.0,1183521.55,0,1666211.0,14.326063
9986,2402772,1794155,Visitas de Supervisión Contractual,2024-08-13,1.5,CONTRALOR,1.0,BOGOTA D.C.,BUCARAMANGA,437.1759,1,0,Aéreo,Hotel 4-5 estrellas,2,Bajo riesgo,0,0.5651,Control Interno,1,3,1,1196103.33,4094.6,8,3,2024,0,0,Alto,Andina,4.0,1107880.82,0,1794155.0,14.400045
20021,2408045,1006268,Visitas de Control Técnico,2024-08-13,2.5,PROFESIONAL,3.0,QUIBDO,SAN - MIRANDA,401.9708,1,0,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.602,Organización Electoral,1,2,1,402507.2,2497.12,8,3,2024,0,0,Medio-Alto,Andina,2.0,1183522.0,0,1006268.0,13.82176
9989,2403161,1025162,Visitas de Control Técnico,2024-08-13,1.5,CONTRALOR,1.0,CALI,BUENAVENTURA,128.6188,1,0,Terrestre,Hotel 4-5 estrellas,2,Riesgo medio,0,0.586,Registro Civil,0,4,1,683441.33,7909.05,8,3,2024,0,0,Medio-Alto,Pacífica,4.0,1183521.55,0,1025162.0,13.840362
9987,2402964,1670159,Visitas de Supervisión Contractual,2024-08-13,1.5,CONTRALOR,1.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 4-5 estrellas,3,Riesgo medio,0,0.6624,Control Interno,1,3,1,1113439.33,3323.04,8,3,2024,0,0,Alto,Pacífica,4.0,1107880.82,0,1670159.0,14.32843
9977,2400356,707336,Visitas de Control Técnico,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 3 estrellas,3,Riesgo medio,1,0.6666,Infraestructura TI,1,4,1,471557.33,1407.35,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1183521.55,0,707336.0,13.469262
9991,2403554,648032,Visitas de Control Técnico,2024-08-13,1.5,PROFESIONAL,3.0,CALI,BUENAVENTURA,128.6188,1,0,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.5859,Organización Electoral,1,2,1,432021.33,4999.52,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1183521.55,0,648032.0,13.381697
9984,2402296,683777,Visitas de Control Técnico,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hospedaje económico,2,Riesgo medio,0,0.6321,Organización Electoral,0,2,1,455851.33,1360.48,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1183521.55,0,683777.0,13.435389
9983,2401606,676039,Planificación y Control Fiscal,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 3 estrellas,3,Riesgo medio,0,0.6332,Administrativa,0,5,1,450692.67,1345.08,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,247788.16,0,676039.0,13.424008
9988,2403099,710290,Visitas de Supervisión Contractual,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.7108,Control Interno,1,3,1,473526.67,1413.23,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1107880.82,0,710290.0,13.47343
9985,2402578,665224,Visitas de Control Técnico,2024-08-13,1.5,PROFESIONAL,3.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hospedaje económico,2,Riesgo medio,1,0.6162,Organización Electoral,1,3,1,443482.67,1323.56,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1183521.55,0,665224.0,13.407881
9994,2403675,1720601,Visitas de Control Técnico,2024-08-13,1.5,CONTRALOR,1.0,BOGOTA D.C.,BUENAVENTURA,501.6003,1,0,Aéreo,Hotel 3 estrellas,3,Riesgo medio,1,0.5794,Organización Electoral,1,4,1,1147067.33,3423.4,8,3,2024,0,0,Alto,Pacífica,4.0,1183521.55,0,1720601.0,14.358185
10008,2402072,96950,Cobro Coactivo,2024-08-14,1.0,CONTRALOR,1.0,TUNJA,DUITAMA,68.4965,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.6767,Control Interno,1,1,1,96950.0,1395.03,8,3,2024,0,0,Bajo,Andina,4.0,626955.18,0,96950.0,11.481961
10004,2400970,690901,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,NEIVA,TERUEL,50.8939,1,0,Terrestre,Hospedaje económico,3,Bajo riesgo,0,0.5662,Control Interno,1,2,1,460600.67,13313.72,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107880.82,0,690901.0,13.445753
25152,2413176,1308640,Visitas de Control Técnico,2024-08-14,2.5,PROFESIONAL,3.0,BOGOTA D.C.,MALAMBO,13.9198,1,0,Terrestre,Hotel 3 estrellas,3,Bajo riesgo,0,0.6397,Organización Electoral,0,3,1,523456.0,87711.63,8,3,2024,0,0,Medio-Alto,Andina,2.0,1183522.0,0,1308640.0,14.0845
18442,2406466,350426,Ceremonias de Reconocimiento,2024-08-14,2.5,PROFESIONAL,3.0,BOGOTA D.C.,CUCUTA,609.7754,1,0,Aéreo,Hotel 3 estrellas,1,Riesgo medio,0,0.6629,Administrativa,1,9,1,140170.4,573.74,8,3,2024,0,0,Bajo,Andina,2.0,858116.9,0,350426.0,12.766908
18585,2406609,913992,Visitas de Supervisión Contractual,2024-08-14,4.5,PROFESIONAL,3.0,BOGOTA D.C.,CUCUTA,696.1235,1,0,Terrestre,Hospedaje económico,3,Riesgo medio,0,0.6536,Control Interno,1,6,1,203109.33,1311.09,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107881.0,0,913992.0,13.725578
10011,2402714,620006,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,BOGOTA D.C.,CALI,460.7687,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.594,Control Interno,1,2,1,413337.33,1342.68,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1107880.82,0,620006.0,13.337486
10012,2403230,624888,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,CARTAGENA,SOPLAVIENTO,53.4051,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.6568,Control Interno,0,3,1,416592.0,11485.83,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107880.82,0,624888.0,13.345329
10001,2400212,586008,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,MOCOA,PUERTO GUZMAN,48.7512,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.5744,Control Interno,0,4,1,390672.0,11778.77,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107880.82,0,586008.0,13.28109
17390,2405414,909264,Visitas de Control Técnico,2024-08-14,2.5,PROFESIONAL,3.0,BOGOTA D.C.,MEDELLIN,433.5044,2,0,Aéreo,Hospedaje económico,2,Bajo riesgo,1,0.6462,Organización Electoral,1,2,1,363705.6,2092.65,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1183522.0,1,454632.0,13.720392
10007,2402053,904432,Visitas de Supervisión Contractual,2024-08-14,1.5,ASESOR,3.0,BOGOTA D.C.,POPAYAN,570.0898,1,0,Aéreo,Hotel 3 estrellas,2,Bajo riesgo,0,0.6369,Control Interno,0,6,1,602954.67,1583.69,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107880.82,0,904432.0,13.715064
10000,2400150,692093,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,IBAGUE,COYAIMA,111.0074,1,0,Terrestre,Hotel 3 estrellas,2,Riesgo medio,0,0.5986,Control Interno,0,4,1,461395.33,6178.99,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107880.82,0,692093.0,13.447477
21725,2409749,3388370,Visitas de Supervisión Contractual,2024-08-14,3.0,DIRECTOR,2.0,BOGOTA D.C.,PROVIDENCIA,1002.9575,1,0,Aéreo,Hotel 4-5 estrellas,3,Bajo riesgo,0,0.6035,Control Interno,1,4,1,1129456.67,3375.01,8,3,2024,0,0,Alto,Insular,3.0,1107881.0,0,3388370.0,15.03586
25465,2413489,2378126,Visitas de Control Técnico,2024-08-14,3.5,CONTRALOR,1.0,SANTA MARTA,SAN - ABAD,0.0,1,0,Terrestre,Hotel 4-5 estrellas,2,Riesgo medio,0,0.5927,Organización Electoral,0,4,1,679464.57,2378126.0,8,3,2024,0,0,Alto,Andina,4.0,1183522.0,0,2378126.0,14.681824
10010,2402680,92359,Cobro Coactivo,2024-08-14,1.0,PROFESIONAL,3.0,TUNJA,DUITAMA,68.4965,1,0,Terrestre,Hospedaje económico,1,Bajo riesgo,0,0.6912,Jurídica,0,1,1,92359.0,1328.97,8,3,2024,0,0,Bajo,Andina,2.0,626955.18,0,92359.0,11.433449
10006,2401860,649559,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,NEIVA,LA ARGENTINA,152.7786,1,0,Aéreo,Hotel 3 estrellas,2,Riesgo medio,0,0.6515,Control Interno,1,4,1,433039.33,4223.99,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1107880.82,0,649559.0,13.38405
10003,2400666,605909,Visitas de Supervisión Contractual,2024-08-14,1.5,PROFESIONAL,3.0,BOGOTA D.C.,CALI,460.7687,1,0,Terrestre,Hospedaje económico,1,Bajo riesgo,0,0.6253,Control Interno,0,2,1,403939.33,1312.15,8,3,2024,0,0,Medio-Bajo,Pacífica,2.0,1107880.82,0,605909.0,13.314487
10009,2402277,571951,Visitas de Control Técnico,2024-08-14,1.5,PROFESIONAL,3.0,BOGOTA D.C.,ARMENIA,268.4648,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.6088,Organización Electoral,0,3,1,381300.67,2122.54,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1183521.55,0,571951.0,13.25681
17301,2405325,486980,Visitas de Supervisión Contractual,2024-08-14,3.5,PROFESIONAL,3.0,RIOHACHA,ESPINAL,60.201,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.6138,Control Interno,1,5,1,139137.14,7957.06,8,3,2024,0,0,Bajo,Andina,2.0,1107881.0,0,486980.0,13.09598
10005,2401632,268383,Visitas de Supervisión Contractual,2024-08-14,2.0,PROFESIONAL,3.0,CARTAGENA,SAN ESTANISLAO,51.6418,1,0,Terrestre,Hospedaje económico,2,Riesgo medio,0,0.5908,Control Interno,0,4,1,134191.5,5098.29,8,3,2024,0,0,Bajo,Andina,2.0,1107880.82,0,268383.0,12.500174
20540,2408564,1122058,Visitas de Supervisión Contractual,2024-08-15,1.5,PROFESIONAL,3.0,TUNJA,MOCOA,610.8117,1,0,Aéreo,Hotel 3 estrellas,1,Riesgo medio,0,0.5902,Control Interno,1,3,1,748038.67,1833.99,8,3,2024,0,0,Medio-Alto,Amazonía,2.0,1107881.0,0,1122058.0,13.930676
16016,2404040,1063036,Visitas de Supervisión Contractual,2024-08-15,4.5,PROFESIONAL,3.0,SANTA MARTA,POPAYAN,542.5509,1,0,Aéreo,Hospedaje económico,2,Bajo riesgo,0,0.6453,Control Interno,1,2,1,236230.22,1955.72,8,3,2024,0,0,Medio-Alto,Andina,2.0,1107881.0,0,1063036.0,13.87664
20152,2408176,210562,Visitas de Supervisión Contractual,2024-08-15,4.0,OTRO,3.0,NEIVA,MAGANGUE,149.372,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.5801,Control Interno,0,4,1,52640.5,1400.27,8,3,2024,0,0,Bajo,Andina,2.0,1107881.0,0,210562.0,12.25754
18775,2406799,485744,Cobro Coactivo,2024-08-15,2.0,PROFESIONAL,3.0,RIOHACHA,PUERTO GAITAN,292.5913,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.5628,Jurídica,1,3,1,242872.0,1654.49,8,3,2024,0,0,Bajo,Andina,2.0,626955.2,0,485744.0,13.093439
10016,2403601,119341,Visitas de Supervisión Contractual,2024-08-15,1.0,PROFESIONAL,3.0,NEIVA,GIGANTE,85.9933,1,0,Terrestre,Hotel 3 estrellas,2,Bajo riesgo,0,0.6558,Identificación,1,4,1,119341.0,1371.84,8,3,2024,0,0,Bajo,Andina,2.0,1107880.82,0,119341.0,11.689749
16284,2404308,796442,Visitas de Supervisión Contractual,2024-08-15,4.5,CONTRALOR,1.0,BOGOTA D.C.,SANTA MARTA,989.9635,2,0,Aéreo,Hotel 4-5 estrellas,2,Bajo riesgo,0,0.595,Control Interno,1,5,1,176987.11,803.7,8,3,2024,0,0,Medio-Bajo,Caribe,4.0,1107881.0,1,398221.0,13.587911
23974,2411998,1549416,Visitas de Supervisión Contractual,2024-08-15,2.5,PROFESIONAL,3.0,RIOHACHA,PURIFICACION,91.1925,1,0,Terrestre,Hospedaje económico,2,Bajo riesgo,0,0.5571,Control Interno,0,2,1,619766.4,16806.31,8,3,2024,0,0,Alto,Andina,2.0,1107881.0,0,1549416.0,14.253389
10015,2401029,104570,Visitas de Supervisión Contractual,2024-08-15,1.0,CONTRALOR,1.0,MONTERIA,SAN CARLOS,439.5771,1,0,Aéreo,Hotel 4-5 estrellas,2,Riesgo medio,0,0.5912,Control Interno,1,4,1,104570.0,237.35,8,3,2024,0,0,Bajo,Andina,4.0,1107880.82,0,104570.0,11.557622
19878,2407902,1820317,Visitas de Control Técnico,2024-08-15,3.5,PROFESIONAL,3.0,BOGOTA D.C.,LORICA,0.0,1,0,Mixto,Hospedaje económico,2,Riesgo medio,0,0.6629,Organización Electoral,1,4,1,520090.57,1820317.0,8,3,2024,0,0,Alto,Andina,2.0,1183522.0,0,1820317.0,14.414522
10014,2400475,101682,Visitas de Supervisión Contractual,2024-08-15,1.0,OTRO,3.0,MONTERIA,SAN CARLOS,439.5771,1,0,Aéreo,Hotel 3 estrellas,1,Bajo riesgo,0,0.6645,Administrativa,1,3,1,101682.0,230.79,8,3,2024,0,0,Bajo,Andina,2.0,1107880.82,0,101682.0,11.529615
10013,2400091,101524,Visitas de Supervisión Contractual,2024-08-15,1.0,PROFESIONAL,3.0,MONTERIA,SAN CARLOS,439.5771,1,0,Aéreo,Hospedaje económico,2,Riesgo medio,1,0.627,Administrativa,1,4,1,101524.0,230.43,8,3,2024,0,0,Bajo,Andina,2.0,1107880.82,0,101524.0,11.52806
16151,2404175,576900,Visitas de Control Técnico,2024-08-15,3.5,PROFESIONAL,3.0,BOGOTA D.C.,CUCUTA,622.4523,1,0,Aéreo,Hotel 3 estrellas,1,Riesgo medio,0,0.6463,Organización Electoral,0,4,1,164828.57,925.33,8,3,2024,0,0,Medio-Bajo,Andina,2.0,1183522.0,0,576900.0,13.265426
19625,2407649,0,Capacitación Institucional,2024-08-15,2.0,GERENTE,2.0,FLORENCIA,CARTAGENA,985.3142,1,0,Aéreo,Hotel 4-5 estrellas,2,Bajo riesgo,1,0.5383,Administrativa,1,13,1,0.0,0.0,8,3,2024,0,0,Bajo,Caribe,3.0,0.0,0,0.0,0.0
25626,2413650,384339,Visitas de Control Técnico,2024-08-16,3.5,PROFESIONAL,3.0,CALI,VALLEDUPAR,1049.6277,1,0,Aéreo,Hospedaje económico,1,Riesgo medio,0,0.6133,Registro Civil,1,3,1,109811.14,365.82,8,3,2024,0,0,Bajo,Caribe,2.0,1183522.0,0,384339.0,12.859283
24576,2412600,1261884,Visitas de Supervisión Contractual,2024-08-16,8.5,PROFESIONAL,3.0,CALI,FUSAGASUGA,67.8307,1,0,Terrestre,Hospedaje económico,2,Bajo riesgo,0,0.6113,Control Interno,0,4,1,148456.94,18333.16,8,3,2024,0,0,Medio-Alto,Andina,2.0,1107881.0,0,1261884.0,14.048117
20987,2409011,1041105,Visitas de Supervisión Contractual,2024-08-16,1.5,PROFESIONAL,3.0,BOGOTA D.C.,AMAGA,44.5253,1,0,Terrestre,Hotel 3 estrellas,2,Alto riesgo,0,0.6158,Control Interno,1,6,1,694070.0,22868.71,8,3,2024,0,0,Medio-Alto,Andina,2.0,1107881.0,0,1041105.0,13.855794
23982,2412006,697386,Ceremonias de Reconocimiento,2024-08-16,2.0,CONTRALOR,1.0,ARMENIA,SIBUNDOY,76.0792,1,0,Terrestre,Hotel 4-5 estrellas,2,Bajo riesgo,0,0.5922,Administrativa,0,9,1,348693.0,9047.65,8,3,2024,0,0,Medio-Bajo,Andina,4.0,858116.9,0,697386.0,13.455096
16193,2404217,0,Visitas de Supervisión Contractual,2024-08-16,2.5,PROFESIONAL,3.0,BOGOTA D.C.,MEDELLIN,403.4364,1,0,Terrestre,Hotel 3 estrellas,1,Bajo riesgo,0,0.5818,Control Interno,1,5,1,0.0,0.0,8,3,2024,0,0,Bajo,Andina,2.0,1107881.0,0,0.0,0.0
24737,2412761,2677974,Visitas de Control Técnico,2024-08-16,6.0,PROFESIONAL,3.0,MOCOA,SOACHA,15.6389,1,0,Terrestre,Hospedaje económico,2,Bajo riesgo,0,0.6077,Organización Electoral,1,4,1,446329.0,160946.58,8,3,2024,0,0,Alto,Andina,2.0,1183522.0,0,2677974.0,14.800571
20569,2408593,1110981,Visitas de Control Técnico,2024-08-16,2.5,PROFESIONAL,3.0,BOGOTA D.C.,ZONA - - MAGDALENA,554.9244,1,0,Aéreo,Hospedaje económico,1,Bajo riesgo,0,0.5908,Organización Electoral,1,2,1,444392.4,1998.44,8,3,2024,0,0,Medio-Alto,Andina,2.0,1183522.0,0,1110981.0,13.920755
