Venta_ID,Fecha_ISO,Tienda_ID,SKU_ID,Moneda_Transaccion,Monto_Total_Local,Impuesto_Local,Tasa_Referencia_Dia,Monto_USD,Monto_Neto_USD,Metodo_Pago,Es_Online,Canal_Origen,Costo_Envio_USD,Flag_Fraude,Año,Mes,Trimestre,Nombre_Producto,Categoria,Costo_Base_USD,Nombre_Tienda,Pais
TXN-603850,2026-02-16 15:01:42.755840,STORE-006,SKU-00065,GBP,519.09,74.16,0.79,410.08110000000005,351.4947000000001,Desconocido,False,Social,39.48,False,2026,2,1,Gadget Pro X65,Oficina,469.34,GlobalTech UK - 6,UK
TXN-603851,2025-08-12 15:01:42.774743,STORE-002,SKU-00083,USD,711.58,35.58,1.0,711.58,676.0,Desconocido,False,Store,5.23,False,2025,8,3,Gadget Pro X83,Gaming,508.27,GlobalTech USA - 2,USA
TXN-603852,2026-01-01 15:01:42.792910,STORE-019,SKU-00034,USD,1045.51,52.28,1.0,1045.51,993.23,Unknown,True,Web,35.24,False,2026,1,1,Gadget Pro X34,Gaming,746.79,GlobalTech USA - 19,USA
TXN-603853,2026-01-23 15:01:42.813351,STORE-017,SKU-00082,USD,1394.57,69.73,1.0,1394.57,1324.84,Crypto,True,Social,43.2,False,2026,1,1,Gadget Pro X82,Electrónica,996.12,GlobalTech USA - 17,USA
TXN-603854,2025-07-05 15:01:42.834291,STORE-007,SKU-00007,EUR,562.96,84.44,0.92,517.9232000000001,440.23840000000007,Desconocido,True,Web,23.0,False,2025,7,3,Gadget Pro X7,Gaming,437.08,GlobalTech España - 7,España
TXN-603855,2025-09-11 15:01:42.856473,STORE-018,SKU-00086,GBP,931.64,133.09,0.79,735.9956,630.8545,Unknown,False,App,6.31,True,2025,9,3,Gadget Pro X86,Hogar,842.35,GlobalTech UK - 18,UK
TXN-603856,2025-04-04 15:01:42.879858,STORE-008,SKU-00107,GBP,1274.37,182.05,0.79,1006.7523,862.9328,Crypto,True,App,37.9,False,2025,4,2,Gadget Pro X107,Gaming,1152.23,GlobalTech UK - 8,UK
TXN-603857,2025-07-01 15:01:42.969625,STORE-001,SKU-00051,GBP,1045.68,149.38,0.79,826.0872,708.0770000000001,Desconocido,True,Social,5.81,False,2025,7,3,Gadget Pro X51,Electrónica,945.46,GlobalTech UK - 1,UK
TXN-603858,2025-03-12 15:01:42.988368,STORE-011,SKU-00050,USD,598.39,29.92,1.0,598.39,568.47,Credit Card,False,Web,22.17,False,2025,3,1,Gadget Pro X50,Electrónica,427.42,GlobalTech USA - 11,USA
TXN-603859,2026-02-04 15:01:43.006628,STORE-007,SKU-00147,JPY,667.57,100.14,0.92,614.1644000000001,522.0356,Unknown,False,Store,28.29,False,2026,2,1,Gadget Pro X147,Oficina,518.3,GlobalTech España - 7,España
TXN-603860,2025-04-20 15:01:43.025964,STORE-013,SKU-00016,JPY,1492.01,74.6,1.0,1492.01,1417.41,Crypto,False,Social,46.02,True,2025,4,2,Gadget Pro X16,Gaming,1065.72,GlobalTech USA - 13,USA
TXN-603861,2025-04-05 15:01:43.044678,STORE-006,SKU-00083,GBP,562.15,80.31,0.79,444.0985,380.6536,Cash,True,App,21.45,False,2025,4,2,Gadget Pro X83,Gaming,508.27,GlobalTech UK - 6,UK
TXN-603862,2025-04-27 15:01:43.064243,STORE-003,SKU-00050,COP,2453390.8,332960.18,4100.0,10058902280.0,8693765541.999998,Cash,True,Social,48.34,True,2025,4,2,Gadget Pro X50,Electrónica,427.42,GlobalTech Colombia - 3,Colombia
TXN-603863,2025-03-21 15:01:43.086182,STORE-004,SKU-00107,JPY,6613800.2,897587.17,4100.0,27116580820.0,23436473423.0,Credit Card,True,Social,48.0,True,2025,3,1,Gadget Pro X107,Gaming,1152.23,GlobalTech Colombia - 4,Colombia
TXN-603864,2025-06-30 15:01:43.107728,STORE-016,SKU-00026,COP,1590209.6,215814.16,4100.0,6519859360.0,5635021304.000001,Unknown,True,Social,48.93,True,2025,6,2,Gadget Pro X26,Electrónica,277.04,GlobalTech Colombia - 16,Colombia
TXN-603865,2025-09-02 15:01:43.131384,STORE-018,SKU-00011,GBP,58.49,8.36,0.79,46.207100000000004,39.602700000000006,Cash,False,Web,40.45,False,2025,9,3,Gadget Pro X11,Gaming,52.88,GlobalTech UK - 18,UK
TXN-603866,2025-07-24 15:01:43.158687,STORE-006,SKU-00025,GBP,178.39,25.48,0.79,140.9281,120.7989,Crypto,False,App,13.97,False,2025,7,3,Gadget Pro X25,Oficina,161.29,GlobalTech UK - 6,UK
TXN-603867,2025-07-11 15:01:43.179513,STORE-017,SKU-00002,USD,533.51,26.68,1.0,533.51,506.83,Unknown,False,Store,32.56,False,2025,7,3,Gadget Pro X2,Electrónica,381.08,GlobalTech USA - 17,USA
TXN-603868,2026-01-02 15:01:43.199508,STORE-008,SKU-00081,GBP,478.93,68.42,0.79,378.35470000000004,324.3029,Unknown,True,App,15.2,True,2026,1,1,Gadget Pro X81,Electrónica,433.03,GlobalTech UK - 8,UK
TXN-603869,2025-05-05 15:01:43.220374,STORE-010,SKU-00090,MXN,2771.44,316.74,17.5,48500.200000000004,42957.25,Cash,True,Social,48.8,False,2025,5,2,Gadget Pro X90,Electrónica,113.12,GlobalTech México - 10,México
TXN-603870,2025-08-07 15:01:43.244433,STORE-003,SKU-00052,COP,6153394.8,835103.58,4100.0,25228918680.0,21804994002.0,Desconocido,True,App,14.16,False,2025,8,3,Gadget Pro X52,Gaming,1072.02,GlobalTech Colombia - 3,Colombia
TXN-603871,2025-11-21 15:01:43.267166,STORE-010,SKU-00063,MXN,13199.62,1508.53,17.5,230993.35,204594.075,Desconocido,False,Social,35.83,False,2025,11,4,Gadget Pro X63,Oficina,538.76,GlobalTech México - 10,México
TXN-603872,2025-04-18 15:01:43.288226,STORE-012,SKU-00131,JPY,15548.43,1776.96,17.5,272097.525,241000.72500000003,Desconocido,False,Store,21.47,True,2025,4,2,Gadget Pro X131,Electrónica,634.63,GlobalTech México - 12,México
TXN-603873,2025-11-21 15:01:43.309226,STORE-010,SKU-00055,MXN,18066.06,2064.69,17.5,316156.05000000005,280023.97500000003,Unknown,True,App,32.84,False,2025,11,4,Gadget Pro X55,Hogar,737.39,GlobalTech México - 10,México
TXN-603874,2025-11-21 15:01:43.333092,STORE-003,SKU-00074,COP,2717143.8,368755.23,4100.0,11140289580.0,9628393137.0,Unknown,True,Store,18.77,False,2025,11,4,Gadget Pro X74,Oficina,473.37,GlobalTech Colombia - 3,Colombia
TXN-603875,2026-02-17 15:01:43.356668,STORE-004,SKU-00048,COP,5505578.4,747185.64,4100.0,22572871440.0,19509410316.000004,Cash,False,Web,22.8,False,2026,2,1,Gadget Pro X48,Hogar,959.16,GlobalTech Colombia - 4,Colombia
TXN-603876,2025-03-25 15:01:43.374316,STORE-011,SKU-00134,USD,276.78,13.84,1.0,276.78,262.94,Desconocido,True,Store,22.76,False,2025,3,1,Gadget Pro X134,Electrónica,197.7,GlobalTech USA - 11,USA
TXN-603877,2025-10-27 15:01:43.393511,STORE-011,SKU-00010,USD,955.09,47.75,1.0,955.09,907.34,Desconocido,False,Web,19.69,False,2025,10,4,Gadget Pro X10,Electrónica,682.21,GlobalTech USA - 11,USA
TXN-603878,2025-08-19 15:01:43.413630,STORE-018,SKU-00035,GBP,381.72,54.53,0.79,301.5588,258.48010000000005,Cash,True,Social,9.0,False,2025,8,3,Gadget Pro X35,Gaming,345.14,GlobalTech UK - 18,UK
TXN-603879,2025-11-14 15:01:43.434162,STORE-002,SKU-00002,USD,533.51,26.68,1.0,533.51,506.83,Cash,False,Store,15.3,False,2025,11,4,Gadget Pro X2,Electrónica,381.08,GlobalTech USA - 2,USA
TXN-603880,2025-08-11 15:01:43.457986,STORE-015,SKU-00027,EUR,175.04,26.26,0.92,161.0368,136.8776,Desconocido,False,App,38.65,False,2025,8,3,Gadget Pro X27,Gaming,135.9,GlobalTech España - 15,España
TXN-603881,2025-11-05 15:01:43.483236,STORE-016,SKU-00085,COP,4736188.8,642768.48,4100.0,19418374080.0,16783023312.0,Crypto,False,App,6.96,False,2025,11,4,Gadget Pro X85,Hogar,825.12,GlobalTech Colombia - 16,Colombia
TXN-603882,2025-04-01 15:01:43.502331,STORE-002,SKU-00094,USD,1144.75,57.24,1.0,1144.75,1087.51,Credit Card,True,Web,16.21,False,2025,4,2,Gadget Pro X94,Hogar,817.68,GlobalTech USA - 2,USA
TXN-603883,2025-03-15 15:01:43.523117,STORE-012,SKU-00091,MXN,9160.55,1046.92,17.5,160309.625,141988.525,Credit Card,True,App,6.85,False,2025,3,1,Gadget Pro X91,Hogar,373.9,GlobalTech México - 12,México
TXN-603884,2026-01-04 15:01:43.544654,STORE-007,SKU-00143,EUR,474.13,71.12,0.92,436.19960000000003,370.7692,Crypto,False,App,9.56,False,2026,1,1,Gadget Pro X143,Hogar,368.11,GlobalTech España - 7,España
TXN-603885,2025-12-17 15:01:43.565358,STORE-011,SKU-00014,EUR,1466.46,73.32,1.0,1466.46,1393.14,Unknown,True,Social,30.59,False,2025,12,4,Gadget Pro X14,Hogar,1047.47,GlobalTech USA - 11,USA
TXN-603886,2025-04-07 15:01:43.585186,STORE-005,SKU-00080,MXN,25965.59,2967.5,17.5,454397.825,402466.575,Desconocido,True,App,19.27,False,2025,4,2,Gadget Pro X80,Oficina,1059.82,GlobalTech México - 5,México
TXN-603887,2025-06-05 15:01:43.605308,STORE-007,SKU-00024,EUR,1289.09,193.36,0.92,1185.9628,1008.0716000000001,Cash,False,App,47.61,False,2025,6,2,Gadget Pro X24,Gaming,1000.85,GlobalTech España - 7,España
TXN-603888,2025-03-07 15:01:43.629875,STORE-009,SKU-00123,USD,239.16,11.96,1.0,239.16,227.2,Credit Card,True,App,35.19,False,2025,3,1,Gadget Pro X123,Gaming,170.83,GlobalTech USA - 9,USA
TXN-603889,2025-12-31 15:01:43.651394,STORE-016,SKU-ERROR-4618,JPY,574000.0,77900.0,4100.0,2353400000.0,2034010000.0,Unknown,False,Social,43.44,False,2025,12,4,,,,GlobalTech Colombia - 16,Colombia
TXN-603890,2025-11-06 15:01:43.668866,STORE-011,SKU-00071,USD,356.27,17.81,1.0,356.27,338.46,Desconocido,True,Web,11.56,False,2025,11,4,Gadget Pro X71,Hogar,254.48,GlobalTech USA - 11,USA
TXN-603891,2025-12-05 15:01:43.693154,STORE-009,SKU-00053,USD,555.77,27.79,1.0,555.77,527.98,Unknown,False,Store,27.17,True,2025,12,4,Gadget Pro X53,Oficina,396.98,GlobalTech USA - 9,USA
TXN-603892,2026-01-12 15:01:43.713622,STORE-004,SKU-00059,COP,1073954.0,145750.9,4100.0,4403211400.0,3805632710.0,Unknown,False,Social,22.4,True,2026,1,1,Gadget Pro X59,Electrónica,187.1,GlobalTech Colombia - 4,Colombia
TXN-603893,2025-05-14 15:01:43.735087,STORE-008,SKU-00129,GBP,130.59,18.66,0.79,103.16610000000001,88.42470000000002,Crypto,True,App,37.53,False,2025,5,2,Gadget Pro X129,Hogar,118.07,GlobalTech UK - 8,UK
TXN-603894,2025-10-20 15:01:43.757295,STORE-006,SKU-00070,USD,61.47,8.78,0.79,48.5613,41.6251,Desconocido,False,Store,13.53,True,2025,10,4,Gadget Pro X70,Hogar,55.58,GlobalTech UK - 6,UK
TXN-603895,2025-09-22 15:01:43.778268,STORE-009,SKU-00142,USD,448.92,22.45,1.0,448.92,426.47,Crypto,False,Social,26.03,True,2025,9,3,Gadget Pro X142,Hogar,320.66,GlobalTech USA - 9,USA
TXN-603896,2025-10-09 15:01:43.796569,STORE-018,SKU-00018,GBP,997.37,142.48,0.79,787.9223000000001,675.3631,Credit Card,False,Web,19.43,False,2025,10,4,Gadget Pro X18,Hogar,901.78,GlobalTech UK - 18,UK
TXN-603897,2025-09-30 15:01:43.823211,STORE-011,SKU-00025,USD,225.81,11.29,1.0,225.81,214.52,Cash,True,Web,45.87,True,2025,9,3,Gadget Pro X25,Oficina,161.29,GlobalTech USA - 11,USA
TXN-603898,2025-07-28 15:01:43.844124,STORE-014,SKU-00101,USD,517.8,25.89,1.0,517.8,491.90999999999997,Cash,False,Web,48.26,False,2025,7,3,Gadget Pro X101,Hogar,369.86,GlobalTech USA - 14,USA
TXN-603899,2025-06-20 15:01:43.868974,STORE-005,SKU-00108,MXN,17463.6,1995.84,17.5,305613.0,270685.8,Unknown,True,Store,25.97,False,2025,6,2,Gadget Pro X108,Gaming,712.8,GlobalTech México - 5,México
TXN-603900,2026-02-09 15:01:43.925367,STORE-019,SKU-00017,USD,120.76,6.04,1.0,120.76,114.72,Desconocido,False,Store,29.1,False,2026,2,1,Gadget Pro X17,Electrónica,86.26,GlobalTech USA - 19,USA
TXN-603901,2025-06-11 15:01:43.947036,STORE-007,SKU-00014,EUR,1349.14,202.37,0.92,1241.2088,1055.0284,Cash,True,App,40.54,False,2025,6,2,Gadget Pro X14,Hogar,1047.47,GlobalTech España - 7,España
TXN-603902,2025-08-07 15:01:43.965582,STORE-009,SKU-00096,USD,1413.27,70.66,1.0,1413.27,1342.61,Credit Card,False,Social,35.49,False,2025,8,3,Gadget Pro X96,Electrónica,1009.48,GlobalTech USA - 9,USA
TXN-603903,2025-11-09 15:01:43.983536,STORE-013,SKU-00048,USD,1342.82,67.14,1.0,1342.82,1275.6799999999998,Desconocido,False,Web,22.07,False,2025,11,4,Gadget Pro X48,Hogar,959.16,GlobalTech USA - 13,USA
TXN-603904,2025-05-08 15:01:44.004916,STORE-012,SKU-00068,MXN,28508.69,3258.14,17.5,498902.07499999995,441884.625,Cash,True,Social,6.45,True,2025,5,2,Gadget Pro X68,Oficina,1163.62,GlobalTech México - 12,México
TXN-603905,2026-02-01 15:01:44.027347,STORE-010,SKU-00015,MXN,13162.13,1504.24,17.5,230337.275,204013.07499999998,Unknown,True,Web,10.09,False,2026,2,1,Gadget Pro X15,Electrónica,537.23,GlobalTech México - 10,México
TXN-603906,2025-11-11 15:01:44.047535,STORE-017,SKU-00059,USD,261.94,13.1,1.0,261.94,248.84,Unknown,True,App,43.78,False,2025,11,4,Gadget Pro X59,Electrónica,187.1,GlobalTech USA - 17,USA
TXN-603907,2025-07-12 15:01:44.069559,STORE-009,SKU-00139,EUR,135.3,6.76,1.0,135.3,128.54000000000002,Cash,False,App,26.6,False,2025,7,3,Gadget Pro X139,Oficina,96.64,GlobalTech USA - 9,USA
TXN-603908,2025-07-08 15:01:44.088307,STORE-017,SKU-00091,USD,523.46,26.17,1.0,523.46,497.29,Crypto,True,Store,41.69,True,2025,7,3,Gadget Pro X91,Hogar,373.9,GlobalTech USA - 17,USA
TXN-603909,2025-07-29 15:01:44.108952,STORE-018,SKU-00137,GBP,1218.19,174.03,0.79,962.3701000000001,824.8864000000001,Unknown,False,App,40.74,False,2025,7,3,Gadget Pro X137,Gaming,1101.44,GlobalTech UK - 18,UK
TXN-603910,2025-12-22 15:01:44.129251,STORE-005,SKU-00118,MXN,27491.69,3141.91,17.5,481104.57499999995,426121.14999999997,Credit Card,True,App,28.73,True,2025,12,4,Gadget Pro X118,Oficina,1122.11,GlobalTech México - 5,México
TXN-603911,2025-03-08 15:01:44.147830,STORE-012,SKU-00073,MXN,25150.96,2874.4,17.5,440141.8,389839.79999999993,Cash,True,Web,7.69,False,2025,3,1,Gadget Pro X73,Oficina,1026.57,GlobalTech México - 12,México
TXN-603912,2025-05-06 15:01:44.167874,STORE-005,SKU-00045,MXN,9197.79,1051.18,17.5,160961.325,142565.67500000002,Crypto,True,Social,31.72,False,2025,5,2,Gadget Pro X45,Electrónica,375.42,GlobalTech México - 5,México
TXN-603913,2025-12-06 15:01:44.185731,STORE-009,SKU-00010,USD,955.09,47.75,1.0,955.09,907.34,Credit Card,False,App,43.33,False,2025,12,4,Gadget Pro X10,Electrónica,682.21,GlobalTech USA - 9,USA
TXN-603914,2025-12-03 15:01:44.207781,STORE-003,SKU-00144,USD,1019194.4,138319.24,4100.0,4178697040.0,3611588156.0,Unknown,True,App,25.55,True,2025,12,4,Gadget Pro X144,Gaming,177.56,GlobalTech Colombia - 3,Colombia
TXN-603915,2025-03-17 15:01:44.229755,STORE-010,SKU-00141,MXN,19435.85,2221.24,17.5,340127.375,301255.675,Credit Card,True,Store,29.5,False,2025,3,1,Gadget Pro X141,Gaming,793.3,GlobalTech México - 10,México
TXN-603916,2025-10-23 15:01:44.251612,STORE-013,SKU-00050,USD,598.39,29.92,1.0,598.39,568.47,Desconocido,True,Web,9.25,False,2025,10,4,Gadget Pro X50,Electrónica,427.42,GlobalTech USA - 13,USA
TXN-603917,2025-03-05 15:01:44.272757,STORE-007,SKU-00020,EUR,1282.1,192.32,0.92,1179.532,1002.5976,Unknown,True,Web,5.78,False,2025,3,1,Gadget Pro X20,Gaming,995.42,GlobalTech España - 7,España
TXN-603918,2026-02-02 15:01:44.291450,STORE-012,SKU-00104,MXN,28239.19,3227.34,17.5,494185.82499999995,437707.375,Crypto,False,Web,46.41,False,2026,2,1,Gadget Pro X104,Oficina,1152.62,GlobalTech México - 12,México
TXN-603919,2025-04-24 15:01:44.311486,STORE-017,SKU-00113,USD,910.24,45.51,1.0,910.24,864.73,Unknown,False,App,31.77,False,2025,4,2,Gadget Pro X113,Oficina,650.17,GlobalTech USA - 17,USA
TXN-603920,2025-09-17 15:01:44.331348,STORE-006,SKU-00087,GBP,1106.09,158.01,0.79,873.8111,748.9832,Cash,False,Web,5.37,True,2025,9,3,Gadget Pro X87,Electrónica,1000.08,GlobalTech UK - 6,UK
TXN-603921,2026-02-06 15:01:44.351524,STORE-005,SKU-00143,MXN,9018.7,1030.71,17.5,157827.25,139789.825,Cash,False,Social,40.75,True,2026,2,1,Gadget Pro X143,Hogar,368.11,GlobalTech México - 5,México
TXN-603922,2025-07-26 15:01:44.369387,STORE-020,SKU-00053,MXN,9726.01,1111.54,17.5,170205.17500000002,150753.22500000003,Cash,True,Store,12.14,True,2025,7,3,Gadget Pro X53,Oficina,396.98,GlobalTech México - 20,México
TXN-603923,2026-02-25 15:01:44.389904,STORE-007,SKU-00138,EUR,231.69,34.75,0.92,213.1548,181.1848,Credit Card,False,Web,43.86,False,2026,2,1,Gadget Pro X138,Gaming,179.88,GlobalTech España - 7,España
TXN-603924,2025-03-20 15:01:44.407946,STORE-002,SKU-00088,USD,1367.59,68.38,1.0,1367.59,1299.21,Credit Card,True,Web,46.63,False,2025,3,1,Gadget Pro X88,Oficina,976.85,GlobalTech USA - 2,USA
TXN-603925,2025-06-13 15:01:44.431091,STORE-004,SKU-00057,JPY,5651374.4,766972.24,4100.0,23170635040.0,20026048856.0,Desconocido,True,App,13.19,False,2025,6,2,Gadget Pro X57,Gaming,984.56,GlobalTech Colombia - 4,Colombia
TXN-603926,2025-03-04 15:01:44.450357,STORE-002,SKU-00018,USD,1262.49,63.12,1.0,1262.49,1199.3700000000001,Cash,False,Social,8.73,True,2025,3,1,Gadget Pro X18,Hogar,901.78,GlobalTech USA - 2,USA
TXN-603927,2026-02-20 15:01:44.466545,STORE-003,SKU-00061,COP,1783418.0,242035.3,4100.0,7312013800.0,6319669070.0,Desconocido,False,Web,25.68,False,2026,2,1,Gadget Pro X61,Oficina,310.7,GlobalTech Colombia - 3,Colombia
TXN-603928,2026-01-02 15:01:44.485174,STORE-011,SKU-00030,USD,1363.47,68.17,1.0,1363.47,1295.3,Unknown,True,Social,25.13,True,2026,1,1,Gadget Pro X30,Hogar,973.91,GlobalTech USA - 11,USA
TXN-603929,2025-07-03 15:01:44.504216,STORE-004,SKU-00081,COP,2485592.2,337330.37,4100.0,10190928020.0,8807873503.0,Crypto,True,Web,5.2,False,2025,7,3,Gadget Pro X81,Electrónica,433.03,GlobalTech Colombia - 4,Colombia
TXN-603930,2025-07-11 15:01:44.523895,STORE-001,SKU-00113,GBP,719.09,102.73,0.79,568.0811000000001,486.92440000000005,Credit Card,False,Social,43.2,True,2025,7,3,Gadget Pro X113,Oficina,650.17,GlobalTech UK - 1,UK
TXN-603931,2026-01-24 15:01:44.545276,STORE-020,SKU-00018,MXN,22093.61,2524.98,17.5,386638.175,342451.025,Cash,False,Social,38.04,False,2026,1,1,Gadget Pro X18,Hogar,901.78,GlobalTech México - 20,México
TXN-603932,2025-12-13 15:01:44.566108,STORE-005,SKU-00006,EUR,11302.58,1291.72,17.5,197795.15,175190.05000000002,Desconocido,True,Web,16.98,False,2025,12,4,Gadget Pro X6,Gaming,461.33,GlobalTech México - 5,México
TXN-603933,2025-06-10 15:01:44.584252,STORE-020,SKU-00055,MXN,18066.06,2064.69,17.5,316156.05000000005,280023.97500000003,Desconocido,False,Web,15.04,False,2025,6,2,Gadget Pro X55,Hogar,737.39,GlobalTech México - 20,México
TXN-603934,2025-05-15 15:01:44.601983,STORE-019,SKU-00040,USD,294.71,14.74,1.0,294.71,279.96999999999997,Cash,True,Social,40.48,False,2025,5,2,Gadget Pro X40,Electrónica,210.51,GlobalTech USA - 19,USA
TXN-603935,2025-09-03 15:01:44.622446,STORE-010,SKU-00138,MXN,4407.06,503.66,17.5,77123.55,68309.50000000001,Cash,False,Store,23.54,False,2025,9,3,Gadget Pro X138,Gaming,179.88,GlobalTech México - 10,México
TXN-603936,2025-07-17 15:01:44.641618,STORE-019,SKU-00060,USD,193.27,9.66,1.0,193.27,183.61,Cash,False,Store,47.53,False,2025,7,3,Gadget Pro X60,Hogar,138.05,GlobalTech USA - 19,USA
TXN-603937,2026-01-22 15:01:44.660779,STORE-018,SKU-00023,GBP,833.99,119.14,0.79,658.8521000000001,564.7315000000001,Cash,False,App,36.04,False,2026,1,1,Gadget Pro X23,Gaming,754.06,GlobalTech UK - 18,UK
TXN-603938,2025-10-25 15:01:44.684118,STORE-008,SKU-00091,GBP,413.53,59.08,0.79,326.6887,280.01550000000003,Desconocido,False,App,20.84,False,2025,10,4,Gadget Pro X91,Hogar,373.9,GlobalTech UK - 8,UK
TXN-603939,2025-08-30 15:01:44.704140,STORE-019,SKU-00103,USD,520.02,26.0,1.0,520.02,494.02,Crypto,False,Social,38.92,False,2025,8,3,Gadget Pro X103,Oficina,371.44,GlobalTech USA - 19,USA
TXN-603940,2026-02-26 15:01:44.726456,STORE-013,SKU-00045,JPY,525.59,26.28,1.0,525.59,499.31000000000006,Credit Card,True,Web,7.55,False,2026,2,1,Gadget Pro X45,Electrónica,375.42,GlobalTech USA - 13,USA
TXN-603941,2025-11-13 15:01:44.748069,STORE-014,SKU-00128,USD,162.37,8.12,1.0,162.37,154.25,Unknown,False,Store,23.57,False,2025,11,4,Gadget Pro X128,Gaming,115.98,GlobalTech USA - 14,USA
TXN-603942,2025-07-16 15:01:44.769404,STORE-019,SKU-ERROR-7207,USD,140.0,7.0,1.0,140.0,133.0,Cash,False,Social,13.52,False,2025,7,3,,,,GlobalTech USA - 19,USA
TXN-603943,2025-03-24 15:01:44.791380,STORE-013,SKU-00041,USD,960.43,48.02,1.0,960.43,912.41,Credit Card,True,Web,39.6,False,2025,3,1,Gadget Pro X41,Oficina,686.02,GlobalTech USA - 13,USA
TXN-603944,2025-06-27 15:01:44.808973,STORE-007,SKU-00090,EUR,145.7,21.85,0.92,134.04399999999998,113.942,Desconocido,False,App,9.36,False,2025,6,2,Gadget Pro X90,Electrónica,113.12,GlobalTech España - 7,España
TXN-603945,2025-11-27 15:01:44.827206,STORE-016,SKU-00011,COP,303531.2,41193.52,4100.0,1244477920.0,1075584488.0,Cash,False,Store,6.54,True,2025,11,4,Gadget Pro X11,Gaming,52.88,GlobalTech Colombia - 16,Colombia
TXN-603946,2025-08-10 15:01:44.845238,STORE-014,SKU-00105,USD,891.59,44.58,1.0,891.59,847.01,Unknown,False,Web,38.0,True,2025,8,3,Gadget Pro X105,Gaming,636.85,GlobalTech USA - 14,USA
TXN-603947,2025-07-20 15:01:44.864670,STORE-003,SKU-00136,COP,6007082.2,815246.87,4100.0,24629037020.0,21286524853.0,Desconocido,True,Social,46.48,True,2025,7,3,Gadget Pro X136,Gaming,1046.53,GlobalTech Colombia - 3,Colombia
TXN-603948,2025-06-23 15:01:44.883428,STORE-001,SKU-00057,GBP,1088.92,155.56,0.79,860.2468000000001,737.3544000000002,Crypto,True,Social,20.33,True,2025,6,2,Gadget Pro X57,Gaming,984.56,GlobalTech UK - 1,UK
TXN-603949,2026-01-30 15:01:44.906459,STORE-018,SKU-00129,USD,130.59,18.66,0.79,103.16610000000001,88.42470000000002,Unknown,False,Store,26.44,True,2026,1,1,Gadget Pro X129,Hogar,118.07,GlobalTech UK - 18,UK
TXN-603950,2026-02-20 15:01:44.924316,STORE-014,SKU-00143,USD,515.35,25.77,1.0,515.35,489.58000000000004,Credit Card,False,Web,11.49,False,2026,2,1,Gadget Pro X143,Hogar,368.11,GlobalTech USA - 14,USA
TXN-603951,2025-05-29 15:01:44.945733,STORE-012,SKU-00058,MXN,19194.28,2193.63,17.5,335899.89999999997,297511.37499999994,Crypto,True,App,18.66,False,2025,5,2,Gadget Pro X58,Oficina,783.44,GlobalTech México - 12,México
TXN-603952,2025-11-15 15:01:44.965275,STORE-008,SKU-00083,GBP,562.15,80.31,0.79,444.0985,380.6536,Credit Card,False,Store,15.25,False,2025,11,4,Gadget Pro X83,Gaming,508.27,GlobalTech UK - 8,UK
TXN-603953,2025-08-05 15:01:44.984410,STORE-006,SKU-00117,GBP,165.35,23.62,0.79,130.6265,111.9667,Crypto,False,Social,18.77,False,2025,8,3,Gadget Pro X117,Hogar,149.5,GlobalTech UK - 6,UK
TXN-603954,2025-05-22 15:01:45.007090,STORE-001,SKU-00116,GBP,778.51,111.22,0.79,615.0229,527.1591,Desconocido,True,Social,45.22,False,2025,5,2,Gadget Pro X116,Gaming,703.9,GlobalTech UK - 1,UK
TXN-603955,2025-04-24 15:01:45.029437,STORE-010,SKU-00011,MXN,1295.56,148.06,17.5,22672.3,20081.25,Unknown,False,Web,27.54,False,2025,4,2,Gadget Pro X11,Gaming,52.88,GlobalTech México - 10,México
TXN-603956,2026-01-30 15:01:45.050989,STORE-016,SKU-00004,COP,6195870.8,840868.18,4100.0,25403070280.0,21955510742.0,Cash,False,Social,38.75,False,2026,1,1,Gadget Pro X4,Oficina,1079.42,GlobalTech Colombia - 16,Colombia
TXN-603957,2025-10-29 15:01:45.071069,STORE-001,SKU-00001,GBP,1151.25,164.46,0.79,909.4875000000001,779.5641,Credit Card,False,Web,20.55,False,2025,10,4,Gadget Pro X1,Oficina,1040.91,GlobalTech UK - 1,UK
TXN-603958,2025-10-06 15:01:45.091513,STORE-006,SKU-00101,GBP,409.07,58.44,0.79,323.1653,276.9977,Crypto,False,App,44.09,False,2025,10,4,Gadget Pro X101,Hogar,369.86,GlobalTech UK - 6,UK
TXN-603959,2025-06-12 15:01:45.113729,STORE-016,SKU-00005,COP,2579556.0,350082.6,4100.0,10576179600.0,9140840940.0,Unknown,True,Store,7.02,False,2025,6,2,Gadget Pro X5,Hogar,449.4,GlobalTech Colombia - 16,Colombia
TXN-603960,2025-04-16 15:01:45.134499,STORE-015,SKU-00141,EUR,1021.77,153.27,0.92,940.0284,799.02,Credit Card,True,Web,33.86,False,2025,4,2,Gadget Pro X141,Gaming,793.3,GlobalTech España - 15,España
TXN-603961,2025-07-07 15:01:45.154402,STORE-005,SKU-00026,MXN,6787.48,775.71,17.5,118780.9,105205.97499999999,Unknown,True,Store,17.26,False,2025,7,3,Gadget Pro X26,Electrónica,277.04,GlobalTech México - 5,México
TXN-603962,2026-01-10 15:01:45.174512,STORE-007,SKU-00034,EUR,961.87,144.28,0.92,884.9204000000001,752.1828,Cash,True,Web,31.95,False,2026,1,1,Gadget Pro X34,Gaming,746.79,GlobalTech España - 7,España
